TargetGene	gene_chr	gene_tss	gene_tss500bp	is_ubiquitous_uniform	P2PromoterClass
Scgb3a1	chr11	49554187	49554687	False	False
Cnot6	chr11	49603300	49603800	False	False
Gfpt2	chr11	49684764	49685264	False	False
Mapk9	chr11	49737330	49737830	False	True
Rasgef1c	chr11	49792738	49793238	False	False
Rnf130	chr11	49915924	49916424	False	False
Tbc1d9b	chr11	50021973	50022473	False	False
Mrnip	chr11	50065426	50065926	False	True
Sqstm1	chr11	50101368	50101868	False	True
Mgat4b	chr11	50101467	50101967	True	False
Ltc4s	chr11	50129193	50129693	False	False
Maml1	chr11	50182381	50182881	False	True
Canx	chr11	50216250	50216750	True	True
Cby3	chr11	50248338	50248838	False	False
Hnrnph1	chr11	50267567	50268067	False	True
Rufy1	chr11	50321702	50322202	False	True
Adamts2	chr11	50492661	50493161	False	False
Zfp354c	chr11	50718267	50718767	False	False
Zfp879	chr11	50732129	50732629	False	True
Grm6	chr11	50741563	50742063	False	False
Zfp454	chr11	50778228	50778728	False	False
Zfp2	chr11	50806719	50807219	False	False
Zfp354b	chr11	50822210	50822710	False	True
4933414I15Rik	chr11	50834342	50834842	False	False
Prop1	chr11	50844342	50844842	False	False
Or1ad6	chr11	50857107	50857607	False	False
Or1ad1	chr11	50872544	50873044	False	False
Or1ad8	chr11	50894173	50894673	False	False
Or1x2	chr11	50904813	50905313	False	False
Or1x6	chr11	50938686	50939186	False	False
Zfp354a	chr11	50949871	50950371	False	False
Msantd5	chr11	51111050	51111550	False	False
Msantd5l	chr11	51153623	51154123	False	False
Clk4	chr11	51153691	51154191	False	True
Col23a1	chr11	51180497	51180997	False	False
Phykpl	chr11	51475334	51475834	False	False
Hnrnpab	chr11	51497424	51497924	True	True
Nhp2	chr11	51510312	51510812	True	True
Rmnd5b	chr11	51526473	51526973	False	True
N4bp3	chr11	51541419	51541919	False	True
Trappc2b	chr11	51579451	51579951	False	False
Sec24a	chr11	51647195	51647695	True	True
Sar1b	chr11	51654264	51654764	True	True
Jade2	chr11	51748230	51748730	False	False
Cdkn2aipnl	chr11	51858238	51858738	True	True
Ube2b	chr11	51891061	51891561	False	False
Cdkl3	chr11	51894867	51895367	False	True
Ppp2ca	chr11	51989258	51989758	False	False
Or2y8	chr11	52036105	52036605	False	False
Or2y6	chr11	52104564	52105064	False	False
Skp1	chr11	52122586	52123086	True	True
Tcf7	chr11	52173148	52173648	False	False
Vdac1	chr11	52251437	52251937	True	False
9530068E07Rik	chr11	52287005	52287505	False	True
Fstl4	chr11	52655211	52655711	False	False
Hspa4	chr11	53191034	53191534	True	True
Zcchc10	chr11	53215256	53215756	False	True
Aff4	chr11	53241410	53241910	False	False
Leap2	chr11	53313747	53314247	False	True
Uqcrq	chr11	53321404	53321904	True	True
Gdf9	chr11	53321600	53322100	False	True
Shroom1	chr11	53347782	53348282	False	False
Sowaha	chr11	53370851	53371351	False	False
Septin8	chr11	53410485	53410985	False	True
Kif3a	chr11	53457956	53458456	False	False
Il4	chr11	53508929	53509429	False	False
Il13	chr11	53525279	53525779	False	False
Rad50	chr11	53597872	53598372	False	True
Il5	chr11	53611371	53611871	False	False
Irf1	chr11	53660628	53661128	False	False
Slc22a5	chr11	53782236	53782736	False	False
Slc22a21	chr11	53870908	53871408	False	False
Slc22a4	chr11	53918666	53919166	False	False
Pdlim4	chr11	53959590	53960090	False	False
P4ha2	chr11	53991500	53992000	False	False
Csf2	chr11	54140243	54140743	False	False
Il3	chr11	54157853	54158353	False	False
Acsl6	chr11	54194374	54194874	False	False
Meikin	chr11	54261228	54261728	False	False
Fnip1	chr11	54328775	54329275	False	False
Rapgef6	chr11	54413423	54413923	False	True
Cdc42se2	chr11	54678251	54678751	False	False
Lyrm7	chr11	54751492	54751992	False	True
Hint1	chr11	54756959	54757459	True	False
Gpx3	chr11	54793348	54793848	False	False
Tnip1	chr11	54853493	54853993	False	True
Anxa6	chr11	54924021	54924521	True	False
Ccdc69	chr11	54968683	54969183	False	False
Gm2a	chr11	54988691	54989191	False	False
Slc36a3	chr11	55042284	55042784	False	False
Slc36a2	chr11	55075653	55076153	False	False
Slc36a1	chr11	55094926	55095426	False	True
Fat2	chr11	55227140	55227640	False	False
Sparc	chr11	55313759	55314259	False	False
Atox1	chr11	55351815	55352315	False	False
G3bp1	chr11	55360261	55360761	True	False
Glra1	chr11	55498774	55499274	False	False
Nmur2	chr11	55931586	55932086	False	False
Gria1	chr11	56903622	56904122	False	False
Fam114a2	chr11	57409193	57409693	False	True
Mfap3	chr11	57409240	57409740	True	True
Galnt10	chr11	57536018	57536518	False	True
Sap30l	chr11	57692213	57692713	False	False
Hand1	chr11	57722723	57723223	False	False
Larp1	chr11	57899640	57900140	True	False
Faxdc2	chr11	57983710	57984210	False	True
Cnot8	chr11	57994729	57995229	True	True
Gemin5	chr11	58059115	58059615	True	True
Mrpl22	chr11	58062237	58062737	False	False
Igtp	chr11	58090132	58090632	False	False
Irgm2	chr11	58105584	58106084	False	False
4930438A08Rik	chr11	58165375	58165875	False	False
Zfp692	chr11	58197748	58198248	False	True
Zfp672	chr11	58220907	58221407	False	False
Sh3bp5l	chr11	58221326	58221826	False	True
Lypd8	chr11	58269619	58270119	False	False
1810065E05Rik	chr11	58311687	58312187	False	False
Gm12253	chr11	58323135	58323635	False	False
Lypd9	chr11	58343499	58343999	False	False
Or2z2	chr11	58352846	58353346	False	False
Or2av9	chr11	58383131	58383631	False	False
Or2t49	chr11	58393148	58393648	False	False
Or2t48	chr11	58425412	58425912	False	False
Or2t29	chr11	58436998	58437498	False	False
Or2t47	chr11	58446193	58446693	False	False
Or2t43	chr11	58461129	58461629	False	False
Or2t46	chr11	58468306	58468806	False	False
Or2ab1	chr11	58485690	58486190	False	False
Lypd8l	chr11	58506651	58507151	False	False
Or11l3	chr11	58521077	58521577	False	False
Trim58	chr11	58531041	58531541	False	False
Or2w3	chr11	58549358	58549858	False	True
Or2ak7	chr11	58571675	58572175	False	False
Or2ak6	chr11	58589738	58590238	False	False
Or2ak5	chr11	58614590	58615090	False	False
Or2w3b	chr11	58629788	58630288	False	False
Or2ak4	chr11	58643310	58643810	False	False
Or2t45	chr11	58663764	58664264	False	False
Or2t44	chr11	58673528	58674028	False	False
Fam183b	chr11	58692536	58693036	False	False
Or5af2	chr11	58705576	58706076	False	False
Or5af1	chr11	58719813	58720313	False	False
Or9e1	chr11	58729827	58730327	False	False
Gm12258	chr11	58737734	58738234	False	False
2810021J22Rik	chr11	58757792	58758292	False	False
Zfp39	chr11	58794801	58795301	False	False
Btnl10	chr11	58808528	58809028	False	False
Rnf187	chr11	58829492	58829992	False	False
H2bc27	chr11	58839496	58839996	False	False
H2bc26	chr11	58845004	58845504	False	True
H2ac25	chr11	58845261	58845761	False	True
Trim17	chr11	58845261	58845761	False	False
H3f4	chr11	58852349	58852849	False	False
Trim11	chr11	58868669	58869169	False	True
Obscn	chr11	59026951	59027451	False	False
Iba57	chr11	59053893	59054393	False	True
Gjc2	chr11	59073789	59074289	False	False
Guk1	chr11	59082819	59083319	False	False
Mrpl55	chr11	59093068	59093568	True	True
2310033P09Rik	chr11	59098897	59099397	True	True
Arf1	chr11	59118846	59119346	True	True
Wnt3a	chr11	59181328	59181828	False	False
Wnt9a	chr11	59197504	59198004	False	False
Prss38	chr11	59266233	59266733	False	False
Snap47	chr11	59340492	59340992	True	True
Jmjd4	chr11	59340621	59341121	True	True
Zfp867	chr11	59363050	59363550	False	False
Zkscan17	chr11	59417207	59417707	True	True
Nlrp3	chr11	59432144	59432644	False	True
Or2b11	chr11	59466811	59467311	False	False
Or2aa1	chr11	59483865	59484365	False	False
Or2w25	chr11	59501161	59501661	False	False
Mprip	chr11	59553083	59553583	False	False
Pld6	chr11	59678221	59678721	False	False
Flcn	chr11	59700592	59701092	False	False
Nt5m	chr11	59730023	59730523	False	False
Cops3	chr11	59730414	59730914	False	True
Med9	chr11	59838782	59839282	True	True
Rasd1	chr11	59855520	59856020	False	False
Pemt	chr11	59937057	59937557	False	True
Rai1	chr11	59995589	59996089	True	True
Srebf1	chr11	60111180	60111680	False	False
Tom1l2	chr11	60243481	60243981	False	False
Drc3	chr11	60243905	60244405	False	False
Atpaf2	chr11	60307627	60308127	True	True
Gid4	chr11	60307721	60308221	False	True
Drg2	chr11	60345167	60345667	True	True
Myo15a	chr11	60359915	60360415	False	False
Alkbh5	chr11	60428554	60429054	True	True
Llgl1	chr11	60590299	60590799	False	False
Flii	chr11	60617839	60618339	True	True
Mief2	chr11	60618974	60619474	False	False
Top3a	chr11	60667941	60668441	True	True
Smcr8	chr11	60668100	60668600	True	True
Shmt1	chr11	60697597	60698097	False	False
Dhrs7b	chr11	60721255	60721755	True	True
Tmem11	chr11	60769848	60770348	True	True
Natd1	chr11	60804388	60804888	False	False
Map2k3	chr11	60822609	60823109	False	False
Kcnj12	chr11	60956380	60956880	False	False
Tnfrsf13b	chr11	61017331	61017831	False	False
Usp22	chr11	61065631	61066131	True	False
Aldh3a1	chr11	61099197	61099697	False	False
Aldh3a2	chr11	61157761	61158261	False	False
Slc47a2	chr11	61233426	61233926	False	False
Slc47a1	chr11	61268657	61269157	False	False
Rnf112	chr11	61344682	61345182	False	False
Mfap4	chr11	61376007	61376507	False	False
Mapk7	chr11	61384872	61385372	False	True
B9d1	chr11	61395720	61396220	False	True
Epn2	chr11	61470261	61470761	False	False
Grap	chr11	61543841	61544341	False	False
Fam83g	chr11	61574995	61575495	False	False
Slc5a10	chr11	61611402	61611902	False	False
Prpsap2	chr11	61652638	61653138	True	True
Ulk2	chr11	61745649	61746149	False	False
Akap10	chr11	61820828	61821328	False	False
Specc1	chr11	61847391	61847891	False	True
Adora2b	chr11	62139560	62140060	False	False
Zswim7	chr11	62171951	62172451	False	True
Ttc19	chr11	62174250	62174750	False	False
Ncor1	chr11	62347908	62348408	False	True
Pigl	chr11	62349036	62349536	False	True
Cenpv	chr11	62429837	62430337	False	True
Ubb	chr11	62441747	62442247	False	True
Trpv2	chr11	62465114	62465614	False	False
Lrrc75a	chr11	62539099	62539599	False	False
Mmgt2	chr11	62540025	62540525	False	False
Zfp287	chr11	62622461	62622961	False	False
Zfp286	chr11	62679997	62680497	False	True
Trim16	chr11	62710829	62711329	False	True
Fbxw10	chr11	62737708	62738208	False	False
Tvp23b	chr11	62774238	62774738	False	True
Cdrt4	chr11	62841769	62842269	False	False
Tekt3	chr11	62952230	62952730	False	False
Pmp22	chr11	63019558	63020058	False	True
Hs3st3b1	chr11	63812866	63813366	False	False
Cox10	chr11	63970042	63970542	False	True
Hs3st3a1	chr11	64325908	64326408	False	False
Elac2	chr11	64869614	64870114	True	True
Arhgap44	chr11	65053537	65054037	False	False
Myocd	chr11	65160517	65161017	False	False
Map2k4	chr11	65678873	65679373	False	False
Zkscan6	chr11	65697751	65698251	False	True
Dnah9	chr11	65895771	65896271	False	False
Shisa6	chr11	66416371	66416871	False	False
Pirt	chr11	66802557	66803057	False	False
Tmem238l	chr11	66847214	66847714	False	False
Tmem220	chr11	66915730	66916230	False	False
Adprm	chr11	66943170	66943670	False	True
Sco1	chr11	66943246	66943746	True	True
Myh3	chr11	66968876	66969376	False	False
Myh2	chr11	67061796	67062296	False	False
Myh1	chr11	67090628	67091128	False	False
Myh4	chr11	67128605	67129105	False	False
Myh8	chr11	67167700	67168200	False	False
Myh13	chr11	67255361	67255861	False	False
Gas7	chr11	67345667	67346167	False	False
Rcvrn	chr11	67585902	67586402	False	False
Glp2r	chr11	67648279	67648779	False	False
Gsg1l2	chr11	67665184	67665684	False	False
Dhrs7c	chr11	67688863	67689363	False	False
Usp43	chr11	67812729	67813229	False	False
Cfap52	chr11	67856218	67856718	False	False
Stx8	chr11	67856769	67857269	False	True
Ntn1	chr11	68291399	68291899	False	False
Pik3r5	chr11	68322697	68323197	False	False
Pik3r6	chr11	68393595	68394095	False	False
Mfsd6l	chr11	68446762	68447262	False	False
Ccdc42	chr11	68477597	68478097	False	False
Myh10	chr11	68582892	68583392	False	False
Ndel1	chr11	68762434	68762934	False	False
Rnf222	chr11	68779129	68779629	False	False
Rpl26	chr11	68793810	68794310	True	True
Odf4	chr11	68817657	68818157	False	False
Arhgef15	chr11	68848056	68848556	False	False
Slc25a35	chr11	68858724	68859224	False	False
Rangrf	chr11	68865761	68866261	True	False
Pfas	chr11	68899036	68899536	False	True
Ctc1	chr11	68906487	68906987	False	True
Aurkb	chr11	68936223	68936723	False	True
Borcs6	chr11	68950293	68950793	False	True
Tmem107	chr11	68961387	68961887	True	False
Vamp2	chr11	68979066	68979566	False	True
Per1	chr11	68985793	68986293	False	False
Hes7	chr11	69010980	69011480	False	False
Aloxe3	chr11	69016472	69016972	False	False
Alox12b	chr11	69047565	69048065	False	False
Alox8	chr11	69088385	69088885	False	False
Gucy2e	chr11	69127598	69128098	False	False
Cntrob	chr11	69214351	69214851	False	True
Trappc1	chr11	69214556	69215056	True	True
Kcnab3	chr11	69216834	69217334	False	False
Rnf227	chr11	69231037	69231537	False	False
Chd3	chr11	69259982	69260482	False	False
Cyb5d1	chr11	69286207	69286707	False	True
Naa38	chr11	69286223	69286723	True	True
Tmem88	chr11	69288810	69289310	False	False
Kdm6b	chr11	69304251	69304751	False	False
Dnah2	chr11	69435132	69435632	False	False
Efnb3	chr11	69450781	69451281	False	False
Wrap53	chr11	69469900	69470400	True	True
Trp53	chr11	69470935	69471435	True	True
Atp1b2	chr11	69496518	69497018	False	True
Shbg	chr11	69508481	69508981	False	False
Sat2	chr11	69512600	69513100	True	False
Fxr2	chr11	69523566	69524066	True	False
Sox15	chr11	69545890	69546390	False	False
Mpdu1	chr11	69553218	69553718	True	True
Cd68	chr11	69556729	69557229	False	False
Eif4a1	chr11	69562893	69563393	True	True
Senp3	chr11	69572660	69573160	False	True
Tnfsf13	chr11	69576360	69576860	False	False
Tnfsf12	chr11	69586425	69586925	False	False
Tnfsfm13	chr11	69586674	69587174	False	False
Polr2a	chr11	69649213	69649713	False	False
Slc35g3	chr11	69652544	69653044	False	False
Zbtb4	chr11	69656498	69656998	True	False
Chrnb1	chr11	69686519	69687019	False	False
Fgf11	chr11	69692433	69692933	False	False
Tmem102	chr11	69696200	69696700	False	False
Spem3	chr11	69705874	69706374	False	False
Spem2	chr11	69709041	69709541	False	False
Spem1	chr11	69712756	69713256	False	False
Nlgn2	chr11	69728360	69728860	False	False
Tmem256	chr11	69729090	69729590	False	False
Plscr3	chr11	69736952	69737452	False	False
Tnk1	chr11	69749306	69749806	False	False
Tmem95	chr11	69768629	69769129	False	False
Kctd11	chr11	69771982	69772482	False	False
Acap1	chr11	69786115	69786615	False	False
2810408A11Rik	chr11	69791515	69792015	False	False
Neurl4	chr11	69791648	69792148	False	False
Gps2	chr11	69804464	69804964	True	True
Eif5a	chr11	69812534	69813034	False	True
Ybx2	chr11	69826372	69826872	False	False
Slc2a4	chr11	69838751	69839251	False	False
Cldn7	chr11	69855411	69855911	False	False
Ctdnep1	chr11	69871732	69872232	True	True
Elp5	chr11	69871828	69872328	False	True
Gabarap	chr11	69881719	69882219	False	False
Phf23	chr11	69886353	69886853	False	False
Dvl2	chr11	69891193	69891693	True	False
Acadvl	chr11	69905984	69906484	False	False
Dlg4	chr11	69909017	69909517	False	False
Asgr1	chr11	69944661	69945161	False	False
Asgr2	chr11	69983220	69983720	False	False
Mgl2	chr11	70020905	70021405	False	False
Clec10a	chr11	70046773	70047273	False	False
Slc16a11	chr11	70103328	70103828	False	False
Slc16a13	chr11	70111570	70112070	False	True
Bcl6b	chr11	70120315	70120815	False	False
0610010K14Rik	chr11	70128490	70128990	True	True
Gm21988	chr11	70130406	70130906	False	False
Rnasek	chr11	70130418	70130918	False	False
Alox12	chr11	70145929	70146429	False	False
Alox12e	chr11	70213204	70213704	False	False
Alox15	chr11	70242607	70243107	False	False
Pelp1	chr11	70300604	70301104	False	True
Arrb2	chr11	70323221	70323721	False	False
Med11	chr11	70342495	70342995	True	True
Zmynd15	chr11	70350009	70350509	False	False
Cxcl16	chr11	70350560	70351060	False	False
Tm4sf5	chr11	70395820	70396320	False	False
Vmo1	chr11	70405192	70405692	False	False
Gltpd2	chr11	70409772	70410272	False	False
Psmb6	chr11	70415962	70416462	True	True
Gm40193	chr11	70423515	70424015	False	False
Pld2	chr11	70430882	70431382	False	False
Mink1	chr11	70453474	70453974	False	False
4930544D05Rik	chr11	70506424	70506924	False	False
Chrne	chr11	70509792	70510292	False	False
Gp1ba	chr11	70529720	70530220	False	False
Slc25a11	chr11	70537634	70538134	True	True
Rnf167	chr11	70537863	70538363	True	True
Pfn1	chr11	70545220	70545720	True	False
Eno3	chr11	70551349	70551849	False	False
Spag7	chr11	70559992	70560492	True	True
Camta2	chr11	70578681	70579181	False	True
Inca1	chr11	70590731	70591231	False	False
Kif1c	chr11	70591124	70591624	False	False
Zfp3	chr11	70654785	70655285	False	False
Scimp	chr11	70703162	70703662	False	False
Rabep1	chr11	70735501	70736001	False	True
Nup88	chr11	70860535	70861035	True	True
Rpain	chr11	70860789	70861289	True	True
C1qbp	chr11	70873602	70874102	True	True
Dhx33	chr11	70894996	70895496	True	True
Derl2	chr11	70909818	70910318	True	True
Mis12	chr11	70910187	70910687	False	True
6330403K07Rik	chr11	70924089	70924589	False	False
Nlrp1a	chr11	71032942	71033442	False	False
Nlrp1b	chr11	71121309	71121809	False	False
Wscd1	chr11	71641261	71641761	False	False
Aipl1	chr11	71928065	71928565	False	False
Pimreg	chr11	71933031	71933531	False	False
Pitpnm3	chr11	72026354	72026854	False	False
Txndc17	chr11	72098123	72098623	False	True
4930563E22Rik	chr11	72105748	72106248	False	True
Med31	chr11	72106168	72106668	True	True
Slc13a5	chr11	72157235	72157735	False	False
Xaf1	chr11	72192206	72192706	False	False
Fbxo39	chr11	72205020	72205520	False	False
Tekt1	chr11	72253018	72253518	False	False
Smtnl2	chr11	72302287	72302787	False	False
Ggt6	chr11	72326190	72326690	False	False
Mybbp1a	chr11	72331931	72332431	False	True
Spns2	chr11	72380480	72380980	False	False
Spns3	chr11	72441082	72441582	False	False
Ube2g1	chr11	72497859	72498359	True	True
Ankfy1	chr11	72580582	72581082	True	True
Cyb5d2	chr11	72686718	72687218	True	True
Zzef1	chr11	72686830	72687330	False	True
Atp2a3	chr11	72851745	72852245	False	False
P2rx1	chr11	72889679	72890179	False	False
Camkk1	chr11	72909584	72910084	False	False
Ncbp3	chr11	72938359	72938859	False	True
Itgae	chr11	72981159	72981659	True	False
Haspin	chr11	73028870	73029370	False	True
P2rx5	chr11	73050997	73051497	False	False
Emc6	chr11	73067613	73068113	False	True
Tax1bp3	chr11	73067827	73068327	False	True
Ctns	chr11	73089618	73090118	False	True
Shpk	chr11	73090036	73090536	True	True
Trpv1	chr11	73124868	73125368	False	False
Trpv3	chr11	73157964	73158464	False	False
Aspa	chr11	73220172	73220672	False	False
Gm49340	chr11	73220317	73220817	False	False
Spata22	chr11	73220317	73220817	False	False
Or1e1	chr11	73241359	73241859	False	False
Or1e1c	chr11	73261822	73262322	False	False
Or1e18-ps1	chr11	73282790	73283290	False	False
Or1e16	chr11	73290190	73290690	False	False
Or1e19	chr11	73319053	73319553	False	False
Or1e20-ps1	chr11	73324800	73325300	False	False
Or1e21	chr11	73348084	73348584	False	False
Or1e22	chr11	73382179	73382679	False	False
Or1e23	chr11	73407773	73408273	False	False
Or1e26	chr11	73483584	73484084	False	False
Or1e25	chr11	73489170	73489670	False	False
Or1e27-ps1	chr11	73550625	73551125	False	False
Zfp735	chr11	73579354	73579854	False	False
Or1e28-ps1	chr11	73618087	73618587	False	False
Or1e29	chr11	73671289	73671789	False	False
Or1e30	chr11	73673540	73674040	False	False
Or1e31	chr11	73693628	73694128	False	False
Or1e32	chr11	73707625	73708125	False	False
Or1e33	chr11	73742030	73742530	False	False
Or1e34	chr11	73781347	73781847	False	False
Or1e35	chr11	73799875	73800375	False	False
Or1e1d-ps1	chr11	73815578	73816078	False	False
Or1e17	chr11	73827253	73827753	False	False
Or1e1b-ps1	chr11	73841899	73842399	False	False
Or1e1f	chr11	73851393	73851893	False	False
Or1r1	chr11	73880983	73881483	False	False
Or3a10	chr11	73947127	73947627	False	False
Or3a4	chr11	73947191	73947691	False	False
Zfp616	chr11	73960531	73961031	False	False
Or3a1b	chr11	74004288	74004788	False	False
Or3a1c	chr11	74044105	74044605	False	False
Or1a1	chr11	74076825	74077325	False	False
Or1a1b	chr11	74101955	74102455	False	False
Or1p1b	chr11	74130142	74130642	False	False
Or1p1c	chr11	74150384	74150884	False	False
Or1p1	chr11	74174312	74174812	False	False
Or1p4-ps1	chr11	74207603	74208103	False	False
Or3a1	chr11	74228607	74229107	False	False
Or3a1d	chr11	74243226	74243726	False	False
Or1d2	chr11	74252645	74253145	False	False
Rap1gap2	chr11	74501491	74501991	False	False
Ccdc92b	chr11	74510181	74510681	False	False
Cluh	chr11	74540091	74540591	False	True
Pafah1b1	chr11	74615246	74615746	False	True
Mettl16	chr11	74661406	74661906	True	True
Mnt	chr11	74721496	74721996	True	True
Sgsm2	chr11	74787636	74788136	False	False
Tsr1	chr11	74788654	74789154	True	False
Srr	chr11	74816251	74816751	False	True
Smg6	chr11	74816399	74816899	False	True
Hic1	chr11	75060095	75060595	False	False
Ovca2	chr11	75069411	75069911	True	True
Dph1	chr11	75081095	75081595	True	True
Rtn4rl1	chr11	75084359	75084859	False	False
Rpa1	chr11	75238900	75239400	False	True
Smyd4	chr11	75239009	75239509	False	True
Serpinf1	chr11	75313277	75313777	False	True
Serpinf2	chr11	75329476	75329976	False	False
Wdr81	chr11	75345014	75345514	False	True
Tlcd2	chr11	75352291	75352791	False	False
Prpf8	chr11	75377431	75377931	True	True
Rilp	chr11	75400670	75401170	False	False
Scarf1	chr11	75404117	75404617	False	False
Slc43a2	chr11	75422274	75422774	False	True
Pitpna	chr11	75478673	75479173	False	False
Inpp5k	chr11	75521564	75522064	False	True
Myo1c	chr11	75541080	75541580	False	False
Crk	chr11	75569860	75570360	False	True
Ywhae	chr11	75623445	75623945	False	True
Doc2b	chr11	75686625	75687125	False	False
Rph3al	chr11	75828314	75828814	False	False
Liat1	chr11	75890488	75890988	False	False
Rflnb	chr11	75918358	75918858	False	False
Vps53	chr11	76070223	76070723	False	True
Tlcd3a	chr11	76070247	76070747	False	False
Dbil5	chr11	76108184	76108684	False	False
Gemin4	chr11	76108240	76108740	True	False
Glod4	chr11	76134239	76134739	True	True
Mrm3	chr11	76134291	76134791	False	True
Nxn	chr11	76289716	76290216	False	True
Timm22	chr11	76297719	76298219	True	True
Abr	chr11	76384505	76385005	False	False
Bhlha9	chr11	76563046	76563546	False	False
Trarg1	chr11	76570384	76570884	False	False
Gosr1	chr11	76654155	76654655	True	True
Cpd	chr11	76737594	76738094	False	False
Tmigd1	chr11	76792735	76793235	False	False
Blmh	chr11	76815385	76815885	True	False
Slc6a4	chr11	76889179	76889679	False	False
Nsrp1	chr11	76969011	76969511	False	True
Efcab5	chr11	77079544	77080044	False	True
Ssh2	chr11	77106863	77107363	False	True
Coro6	chr11	77352987	77353487	False	False
Ankrd13b	chr11	77380242	77380742	False	False
Git1	chr11	77384138	77384638	True	False
Trp53i13	chr11	77406307	77406807	False	False
Abhd15	chr11	77406560	77407060	False	False
Taok1	chr11	77476082	77476582	False	False
Nufip2	chr11	77576748	77577248	False	True
Cryba1	chr11	77615859	77616359	False	False
Gm10277	chr11	77678323	77678823	False	False
Myo18a	chr11	77715130	77715630	True	False
Pipox	chr11	77784672	77785172	False	False
Sez6	chr11	77821376	77821876	False	False
Phf12	chr11	77873378	77873878	False	True
Dhrs13	chr11	77922856	77923356	False	True
Flot2	chr11	77928507	77929007	False	False
Eral1	chr11	77970959	77971459	True	True
Fam222b	chr11	77985236	77985736	False	True
Traf4	chr11	78056165	78056665	False	False
Nek8	chr11	78067251	78067751	False	False
Tlcd1	chr11	78067287	78067787	False	False
Rpl23a	chr11	78074160	78074660	False	False
Rab34	chr11	78079006	78079506	False	True
Proca1	chr11	78083968	78084468	False	False
Supt6	chr11	78136563	78137063	False	True
Sdf2	chr11	78140997	78141497	True	True
Bltp2	chr11	78152328	78152828	True	True
Rskr	chr11	78181468	78181968	False	False
Spag5	chr11	78192105	78192605	False	True
Aldoc	chr11	78213544	78214044	False	False
Pigs	chr11	78218991	78219491	True	False
Unc119	chr11	78234058	78234558	False	False
Foxn1	chr11	78277134	78277634	False	False
Slc13a2	chr11	78312793	78313293	False	True
Slc46a1	chr11	78356273	78356773	False	False
Sarm1	chr11	78388034	78388534	True	False
Vtn	chr11	78389696	78390196	False	False
Sebox	chr11	78394023	78394523	False	False
Tmem199	chr11	78402748	78403248	True	True
Poldip2	chr11	78402769	78403269	False	True
Tnfaip1	chr11	78426908	78427408	True	True
Ift20	chr11	78426937	78427437	False	True
Tmem97	chr11	78441353	78441853	False	True
Nlk	chr11	78587949	78588449	False	False
Ccnq	chr11	78642305	78642805	False	False
Lyrm9	chr11	78717160	78717660	False	False
Nos2	chr11	78811363	78811863	False	False
Lgals9	chr11	78875522	78876022	False	False
Ksr1	chr11	79036983	79037483	False	False
Wsb1	chr11	79145247	79145747	False	True
Nf1	chr11	79230401	79230901	False	True
Omg	chr11	79394660	79395160	False	False
Evi2b	chr11	79414338	79414838	False	True
Evi2a	chr11	79418351	79418851	False	True
Evi2	chr11	79421135	79421635	False	False
Rab11fip4	chr11	79481788	79482288	False	False
Utp6	chr11	79852955	79853455	True	True
Suz12	chr11	79883682	79884182	False	False
Crlf3	chr11	79971567	79972067	False	True
Atad5	chr11	79979976	79980476	False	True
Tefm	chr11	80032751	80033251	True	True
Adap2	chr11	80044681	80045181	False	False
Rnf135	chr11	80074427	80074927	False	False
Rhot1	chr11	80099660	80100160	False	False
Rhbdl3	chr11	80191488	80191988	False	False
5730455P16Rik	chr11	80268610	80269110	False	True
Zfp207	chr11	80273855	80274355	True	True
Psmd11	chr11	80319201	80319701	False	True
Cdk5r1	chr11	80367599	80368099	False	False
Myo1d	chr11	80670601	80671101	False	False
Tmem98	chr11	80700751	80701251	False	False
Spaca3	chr11	80748941	80749441	False	False
Asic2	chr11	81859033	81859533	False	False
Ccl2	chr11	81926147	81926647	False	False
Ccl7	chr11	81936288	81936788	False	False
Ccl11	chr11	81948399	81948899	False	False
Ccl12	chr11	81992421	81992921	False	False
Ccl8	chr11	82005761	82006261	False	False
Ccl1	chr11	82196266	82196766	False	False
Tmem132e	chr11	82279476	82279976	False	False
Cct6b	chr11	82654897	82655397	False	True
Zfp830	chr11	82654921	82655421	False	True
Lig3	chr11	82688925	82689425	True	True
Rffl	chr11	82736668	82737168	False	True
Rad51d	chr11	82781165	82781665	False	False
Fndc8	chr11	82782700	82783200	False	False
Nle1	chr11	82798987	82799487	False	True
Unc45b	chr11	82801126	82801626	False	False
Slfn5	chr11	82842678	82843178	False	False
Slfn9	chr11	82882406	82882906	False	False
Slfn8	chr11	82911386	82911886	False	False
Slfn2	chr11	82955688	82956188	False	False
Slfn1	chr11	83007425	83007925	False	False
Slfn4	chr11	83065762	83066262	False	False
Slfn3	chr11	83081906	83082406	False	False
Slfn14	chr11	83177302	83177802	False	False
Ap2b1	chr11	83193059	83193559	False	True
Pex12	chr11	83193162	83193662	False	True
Rasl10b	chr11	83300264	83300764	False	False
Gas2l2	chr11	83320031	83320531	False	False
1700020L24Rik	chr11	83328253	83328753	False	False
Mmp28	chr11	83353568	83354068	False	False
Taf15	chr11	83363668	83364168	True	True
Heatr9	chr11	83412751	83413251	False	False
Ccl5	chr11	83421094	83421594	False	False
Ccl9	chr11	83469212	83469712	False	False
Ccl6	chr11	83483663	83484163	False	False
Ccl3	chr11	83539931	83540431	False	False
Ccl4	chr11	83553160	83553660	False	False
