File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
ENCFF610NNF	bam	bam	alignments	ENCSR714DIF	DNase-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF007BWG, ENCFF940VYO	12849140306	ENCODE Processing Pipeline	566780734ca69f9a834fe9a818379305	https://www.encodeproject.org/files/ENCFF610NNF/@@download/ENCFF610NNF.bam	hg19	released	s3://encode-public/2018/05/07/6a71b3f0-36e3-442c-b77f-105c5ed11bcc/ENCFF610NNF.bam	ENCFF366YNM	bam	bam	alignments	ENCSR473PNT	ChIP-seq	NTR:0000856	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF296LHG, ENCFF807MUK	1086306119	ENCODE Processing Pipeline	dd331293aeaacb71feac51e8da01a3a4	https://www.encodeproject.org/files/ENCFF366YNM/@@download/ENCFF366YNM.bam	hg19	released	s3://encode-public/2016/12/19/8c86d704-cf18-440b-820c-ed1075b16298/ENCFF366YNM.bam
ENCFF513LVE	bam	bam	alignments	ENCSR278SKG	DNase-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF939WIN	9419025511	ENCODE Processing Pipeline	cff0ad82c9f4c76641d3d77784779a55	https://www.encodeproject.org/files/ENCFF513LVE/@@download/ENCFF513LVE.bam	hg19	released	s3://encode-public/2017/09/19/6a200fbb-9515-4987-b032-e9a13b16e123/ENCFF513LVE.bam	ENCFF850MQA	bam	bam	alignments	ENCSR668EVA	ChIP-seq	UBERON:0006631	tissue	H3K27ac-human	DNA	2019-09-11	ENCODE	1	76.0	ENCFF512TUH, ENCFF559UXT, ENCFF580EXF, ENCFF807MUK, ENCFF968SEM	1571939595	ENCODE Processing Pipeline	743c8905ab26f763b481f84e4bb3c1a6	https://www.encodeproject.org/files/ENCFF850MQA/@@download/ENCFF850MQA.bam	hg19	released	s3://encode-public/2019/06/12/80459257-3ecf-4905-a679-fe86d35e6bce/ENCFF850MQA.bam
ENCFF513LVE	bam	bam	alignments	ENCSR278SKG	DNase-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens	DNA	2017-10-01	ENCODE	1	ENCFF939WIN	9419025511	ENCODE Processing Pipeline	cff0ad82c9f4c76641d3d77784779a55	https://www.encodeproject.org/files/ENCFF513LVE/@@download/ENCFF513LVE.bam	hg19	released	s3://encode-public/2017/09/19/6a200fbb-9515-4987-b032-e9a13b16e123/ENCFF513LVE.bam	ENCFF223DYB	bam	bam	alignments	ENCSR668EVA	ChIP-seq	UBERON:0006631	tissue	H3K27ac-human	DNA	2019-09-11	ENCODE	2	76.0	ENCFF205SMX, ENCFF326GSU, ENCFF466WHK, ENCFF661NBM, ENCFF807MUK	1820950379	ENCODE Processing Pipeline	f967cef6d64b07a2b385f825a4491922	https://www.encodeproject.org/files/ENCFF223DYB/@@download/ENCFF223DYB.bam	hg19	released	s3://encode-public/2019/06/12/c2a0ebbd-b2a3-4304-a7a1-09c930dd553d/ENCFF223DYB.bam
ENCFF869SQU	bam	bam	alignments	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF101YPZ, ENCFF336RON, ENCFF343VLM, ENCFF875ZKK	15050448793	ENCODE Processing Pipeline	33d071576f7d58ad881d357d55a7c010	https://www.encodeproject.org/files/ENCFF869SQU/@@download/ENCFF869SQU.bam	hg19	released	s3://encode-public/2017/09/27/d49a1559-0fa2-4fb0-b4b8-20b5627beaa2/ENCFF869SQU.bam	ENCFF843EAG	bam	bam	alignments	ENCSR002YRE	ChIP-seq	EFO:0001196	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF200XEH, ENCFF419OFF, ENCFF704RXG, ENCFF734UGN, ENCFF807MUK	1205107632	ENCODE Processing Pipeline	7ddacca42fe647d9911a7bb6306dfe1a	https://www.encodeproject.org/files/ENCFF843EAG/@@download/ENCFF843EAG.bam	hg19	released	s3://encode-public/2016/12/19/3f96590d-8ee3-4d53-b7a7-fa867b915e3a/ENCFF843EAG.bam
ENCFF869SQU	bam	bam	alignments	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	cell line	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF101YPZ, ENCFF336RON, ENCFF343VLM, ENCFF875ZKK	15050448793	ENCODE Processing Pipeline	33d071576f7d58ad881d357d55a7c010	https://www.encodeproject.org/files/ENCFF869SQU/@@download/ENCFF869SQU.bam	hg19	released	s3://encode-public/2017/09/27/d49a1559-0fa2-4fb0-b4b8-20b5627beaa2/ENCFF869SQU.bam	ENCFF134XAW	bam	bam	alignments	ENCSR002YRE	ChIP-seq	EFO:0001196	cell line	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF437DDC, ENCFF807MUK	388526052	ENCODE Processing Pipeline	fb10d8288d93c4510511922c62f08ea8	https://www.encodeproject.org/files/ENCFF134XAW/@@download/ENCFF134XAW.bam	hg19	released	s3://encode-public/2016/12/19/09c34458-f26c-4bec-b0a0-e2ba7cf0611a/ENCFF134XAW.bam
ENCFF629OKO	bam	bam	alignments	ENCSR760QZM	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	DNA	2017-10-02	ENCODE	1	ENCFF598AKN	7753267749	ENCODE Processing Pipeline	3b1e5848511fe403b3580fede71bb660	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	hg19	released	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	ENCFF399RUK	bam	bam	alignments	ENCSR208QRN	ChIP-seq	UBERON:0001157	tissue	H3K27ac-human	DNA	2016-11-03	ENCODE	2	76.0	ENCFF003LQT, ENCFF113KFQ, ENCFF219DYV, ENCFF264CZV, ENCFF270YMP, ENCFF384MQH, ENCFF605JUU, ENCFF807MUK, ENCFF867PQG	1454599843	ENCODE Processing Pipeline	78c633f508b60520415942dbd78859c3	https://www.encodeproject.org/files/ENCFF399RUK/@@download/ENCFF399RUK.bam	hg19	released	s3://encode-public/2019/08/30/baef9a67-fe12-442e-b108-e3f76705fd09/ENCFF399RUK.bam
ENCFF629OKO	bam	bam	alignments	ENCSR760QZM	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	DNA	2017-10-02	ENCODE	1	ENCFF598AKN	7753267749	ENCODE Processing Pipeline	3b1e5848511fe403b3580fede71bb660	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	hg19	released	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	ENCFF639EGR	bam	bam	alignments	ENCSR208QRN	ChIP-seq	UBERON:0001157	tissue	H3K27ac-human	DNA	2016-11-03	ENCODE	1	76.0	ENCFF252NKY, ENCFF359AHW, ENCFF481TGO, ENCFF807MUK, ENCFF920PYS	2629745721	ENCODE Processing Pipeline	e8afc157e3a28af80c47729b59750206	https://www.encodeproject.org/files/ENCFF639EGR/@@download/ENCFF639EGR.bam	hg19	released	s3://encode-public/2019/08/30/23b504de-7171-4327-a973-c88353227f89/ENCFF639EGR.bam
ENCFF629OKO	bam	bam	alignments	ENCSR760QZM	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	DNA	2017-10-02	ENCODE	1	ENCFF598AKN	7753267749	ENCODE Processing Pipeline	3b1e5848511fe403b3580fede71bb660	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	hg19	released	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	ENCFF037BUO	bam	bam	alignments	ENCSR069EGE	ChIP-seq	UBERON:0001157	tissue	H3K27ac-human	DNA	2017-10-30	ENCODE	3	76.0	ENCFF033YTT, ENCFF040XEO, ENCFF088QFN, ENCFF173QJF, ENCFF778KZF, ENCFF807MUK, ENCFF922CDY	1426864640	ENCODE Processing Pipeline	5286913fff9790cb36c5b5b07cb4c6a7	https://www.encodeproject.org/files/ENCFF037BUO/@@download/ENCFF037BUO.bam	hg19	released	s3://encode-public/2019/08/30/b5056eda-12d0-42ba-bdaf-da02abe52c08/ENCFF037BUO.bam
ENCFF175COB	bam	bam	alignments	ENCSR731QLJ	DNase-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF136KNG, ENCFF349TTK, ENCFF627NIZ	19427757153	ENCODE Processing Pipeline	c0f3509cc989eca49468d9980460e276	https://www.encodeproject.org/files/ENCFF175COB/@@download/ENCFF175COB.bam	hg19	released	s3://encode-public/2018/05/07/a072bdb1-3b20-4f5e-931c-8f7b9a26173e/ENCFF175COB.bam	ENCFF506YDW	bam	bam	alignments	ENCSR013KEC	ChIP-seq	CL:0000134	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF970HHO	2770607496	ENCODE Processing Pipeline	9981d8d9344aad867d146639a126348b	https://www.encodeproject.org/files/ENCFF506YDW/@@download/ENCFF506YDW.bam	hg19	released	s3://encode-public/2016/12/19/9c3d16f0-e86c-490f-a4d8-8abba7f42c99/ENCFF506YDW.bam
ENCFF175COB	bam	bam	alignments	ENCSR731QLJ	DNase-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF136KNG, ENCFF349TTK, ENCFF627NIZ	19427757153	ENCODE Processing Pipeline	c0f3509cc989eca49468d9980460e276	https://www.encodeproject.org/files/ENCFF175COB/@@download/ENCFF175COB.bam	hg19	released	s3://encode-public/2018/05/07/a072bdb1-3b20-4f5e-931c-8f7b9a26173e/ENCFF175COB.bam	ENCFF955GFR	bam	bam	alignments	ENCSR013KEC	ChIP-seq	CL:0000134	in vitro differentiated cells	H3K27ac-human	DNA	2013-07-31	Roadmap	2	36.0	ENCFF807MUK, ENCFF936KPA	1518462248	ENCODE Processing Pipeline	cdb3d42f467ab0126db7ecb01f2e9eb9	https://www.encodeproject.org/files/ENCFF955GFR/@@download/ENCFF955GFR.bam	hg19	released	s3://encode-public/2016/12/19/75101d9e-ddae-427f-a51a-06469aa3b6c8/ENCFF955GFR.bam
