Assay_x	Assay_y	Assembly_x	Assembly_y	Biological replicate(s)_x	Biological replicate(s)_y	Biosample organism	Biosample term id_x	Biosample term id_y	Biosample term name	Biosample type_x	Biosample type_y	Derived from_x	Derived from_y	Experiment accession_x	Experiment accession_y	Experiment date released_x	Experiment date released_y	Experiment target_y	File Status_x	File Status_y	File accession_x	File accession_y	File download URL_x	File download URL_y	File format_x	File format_y	File type_x	File type_y	Lab_x	Lab_y	Library made from_x	Library made from_y	Mapped read length_y	Output type_x	Output type_y	Project_x	Project_y	Size_x	Size_y	md5sum_x	md5sum_y	s3_uri_x	s3_uri_y
DNase-seq	ChIP-seq	hg19	hg19	1	2	Homo sapiens	NTR:0000856	NTR:0000856	mesendoderm	in vitro differentiated cells	in vitro differentiated cells	ENCFF007BWG, ENCFF940VYO	ENCFF296LHG, ENCFF807MUK	ENCSR714DIF	ENCSR473PNT	2013-07-31	2013-07-31	H3K27ac-human	released	released	ENCFF610NNF	ENCFF366YNM	https://www.encodeproject.org/files/ENCFF610NNF/@@download/ENCFF610NNF.bam	https://www.encodeproject.org/files/ENCFF366YNM/@@download/ENCFF366YNM.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	36.0	alignments	alignments	Roadmap	Roadmap	12849140306	1086306119	566780734ca69f9a834fe9a818379305	dd331293aeaacb71feac51e8da01a3a4	s3://encode-public/2018/05/07/6a71b3f0-36e3-442c-b77f-105c5ed11bcc/ENCFF610NNF.bam	s3://encode-public/2016/12/19/8c86d704-cf18-440b-820c-ed1075b16298/ENCFF366YNM.bam
DNase-seq	ChIP-seq	hg19	hg19	1	1	Homo sapiens	UBERON:0006631	UBERON:0006631	right atrium auricular region	tissue	tissue	ENCFF939WIN	ENCFF512TUH, ENCFF559UXT, ENCFF580EXF, ENCFF807MUK, ENCFF968SEM	ENCSR278SKG	ENCSR668EVA	2017-10-01	2019-09-11	H3K27ac-human	released	released	ENCFF513LVE	ENCFF850MQA	https://www.encodeproject.org/files/ENCFF513LVE/@@download/ENCFF513LVE.bam	https://www.encodeproject.org/files/ENCFF850MQA/@@download/ENCFF850MQA.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	76.0	alignments	alignments	ENCODE	ENCODE	9419025511	1571939595	cff0ad82c9f4c76641d3d77784779a55	743c8905ab26f763b481f84e4bb3c1a6	s3://encode-public/2017/09/19/6a200fbb-9515-4987-b032-e9a13b16e123/ENCFF513LVE.bam	s3://encode-public/2019/06/12/80459257-3ecf-4905-a679-fe86d35e6bce/ENCFF850MQA.bam
DNase-seq	ChIP-seq	hg19	hg19	1	2	Homo sapiens	UBERON:0006631	UBERON:0006631	right atrium auricular region	tissue	tissue	ENCFF939WIN	ENCFF205SMX, ENCFF326GSU, ENCFF466WHK, ENCFF661NBM, ENCFF807MUK	ENCSR278SKG	ENCSR668EVA	2017-10-01	2019-09-11	H3K27ac-human	released	released	ENCFF513LVE	ENCFF223DYB	https://www.encodeproject.org/files/ENCFF513LVE/@@download/ENCFF513LVE.bam	https://www.encodeproject.org/files/ENCFF223DYB/@@download/ENCFF223DYB.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	76.0	alignments	alignments	ENCODE	ENCODE	9419025511	1820950379	cff0ad82c9f4c76641d3d77784779a55	f967cef6d64b07a2b385f825a4491922	s3://encode-public/2017/09/19/6a200fbb-9515-4987-b032-e9a13b16e123/ENCFF513LVE.bam	s3://encode-public/2019/06/12/c2a0ebbd-b2a3-4304-a7a1-09c930dd553d/ENCFF223DYB.bam
DNase-seq	ChIP-seq	hg19	hg19	1	1	Homo sapiens	EFO:0001196	EFO:0001196	IMR-90	cell line	cell line	ENCFF101YPZ, ENCFF336RON, ENCFF343VLM, ENCFF875ZKK	ENCFF200XEH, ENCFF419OFF, ENCFF704RXG, ENCFF734UGN, ENCFF807MUK	ENCSR477RTP	ENCSR002YRE	2013-07-31	2013-07-31	H3K27ac-human	released	released	ENCFF869SQU	ENCFF843EAG	https://www.encodeproject.org/files/ENCFF869SQU/@@download/ENCFF869SQU.bam	https://www.encodeproject.org/files/ENCFF843EAG/@@download/ENCFF843EAG.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	36.0	alignments	alignments	Roadmap	Roadmap	15050448793	1205107632	33d071576f7d58ad881d357d55a7c010	7ddacca42fe647d9911a7bb6306dfe1a	s3://encode-public/2017/09/27/d49a1559-0fa2-4fb0-b4b8-20b5627beaa2/ENCFF869SQU.bam	s3://encode-public/2016/12/19/3f96590d-8ee3-4d53-b7a7-fa867b915e3a/ENCFF843EAG.bam
DNase-seq	ChIP-seq	hg19	hg19	1	2	Homo sapiens	EFO:0001196	EFO:0001196	IMR-90	cell line	cell line	ENCFF101YPZ, ENCFF336RON, ENCFF343VLM, ENCFF875ZKK	ENCFF437DDC, ENCFF807MUK	ENCSR477RTP	ENCSR002YRE	2013-07-31	2013-07-31	H3K27ac-human	released	released	ENCFF869SQU	ENCFF134XAW	https://www.encodeproject.org/files/ENCFF869SQU/@@download/ENCFF869SQU.bam	https://www.encodeproject.org/files/ENCFF134XAW/@@download/ENCFF134XAW.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	36.0	alignments	alignments	Roadmap	Roadmap	15050448793	388526052	33d071576f7d58ad881d357d55a7c010	fb10d8288d93c4510511922c62f08ea8	s3://encode-public/2017/09/27/d49a1559-0fa2-4fb0-b4b8-20b5627beaa2/ENCFF869SQU.bam	s3://encode-public/2016/12/19/09c34458-f26c-4bec-b0a0-e2ba7cf0611a/ENCFF134XAW.bam
DNase-seq	ChIP-seq	hg19	hg19	1	2	Homo sapiens	UBERON:0001157	UBERON:0001157	transverse colon	tissue	tissue	ENCFF598AKN	ENCFF003LQT, ENCFF113KFQ, ENCFF219DYV, ENCFF264CZV, ENCFF270YMP, ENCFF384MQH, ENCFF605JUU, ENCFF807MUK, ENCFF867PQG	ENCSR760QZM	ENCSR208QRN	2017-10-02	2016-11-03	H3K27ac-human	released	released	ENCFF629OKO	ENCFF399RUK	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	https://www.encodeproject.org/files/ENCFF399RUK/@@download/ENCFF399RUK.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	76.0	alignments	alignments	ENCODE	ENCODE	7753267749	1454599843	3b1e5848511fe403b3580fede71bb660	78c633f508b60520415942dbd78859c3	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	s3://encode-public/2019/08/30/baef9a67-fe12-442e-b108-e3f76705fd09/ENCFF399RUK.bam
DNase-seq	ChIP-seq	hg19	hg19	1	1	Homo sapiens	UBERON:0001157	UBERON:0001157	transverse colon	tissue	tissue	ENCFF598AKN	ENCFF252NKY, ENCFF359AHW, ENCFF481TGO, ENCFF807MUK, ENCFF920PYS	ENCSR760QZM	ENCSR208QRN	2017-10-02	2016-11-03	H3K27ac-human	released	released	ENCFF629OKO	ENCFF639EGR	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	https://www.encodeproject.org/files/ENCFF639EGR/@@download/ENCFF639EGR.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	76.0	alignments	alignments	ENCODE	ENCODE	7753267749	2629745721	3b1e5848511fe403b3580fede71bb660	e8afc157e3a28af80c47729b59750206	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	s3://encode-public/2019/08/30/23b504de-7171-4327-a973-c88353227f89/ENCFF639EGR.bam
DNase-seq	ChIP-seq	hg19	hg19	1	3	Homo sapiens	UBERON:0001157	UBERON:0001157	transverse colon	tissue	tissue	ENCFF598AKN	ENCFF033YTT, ENCFF040XEO, ENCFF088QFN, ENCFF173QJF, ENCFF778KZF, ENCFF807MUK, ENCFF922CDY	ENCSR760QZM	ENCSR069EGE	2017-10-02	2017-10-30	H3K27ac-human	released	released	ENCFF629OKO	ENCFF037BUO	https://www.encodeproject.org/files/ENCFF629OKO/@@download/ENCFF629OKO.bam	https://www.encodeproject.org/files/ENCFF037BUO/@@download/ENCFF037BUO.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	76.0	alignments	alignments	ENCODE	ENCODE	7753267749	1426864640	3b1e5848511fe403b3580fede71bb660	5286913fff9790cb36c5b5b07cb4c6a7	s3://encode-public/2017/09/14/d754df4d-2178-4e57-afc5-1d13446a086b/ENCFF629OKO.bam	s3://encode-public/2019/08/30/b5056eda-12d0-42ba-bdaf-da02abe52c08/ENCFF037BUO.bam
DNase-seq	ChIP-seq	hg19	hg19	1	1	Homo sapiens	CL:0000134	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	in vitro differentiated cells	ENCFF136KNG, ENCFF349TTK, ENCFF627NIZ	ENCFF807MUK, ENCFF970HHO	ENCSR731QLJ	ENCSR013KEC	2013-07-31	2013-07-31	H3K27ac-human	released	released	ENCFF175COB	ENCFF506YDW	https://www.encodeproject.org/files/ENCFF175COB/@@download/ENCFF175COB.bam	https://www.encodeproject.org/files/ENCFF506YDW/@@download/ENCFF506YDW.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	36.0	alignments	alignments	Roadmap	Roadmap	19427757153	2770607496	c0f3509cc989eca49468d9980460e276	9981d8d9344aad867d146639a126348b	s3://encode-public/2018/05/07/a072bdb1-3b20-4f5e-931c-8f7b9a26173e/ENCFF175COB.bam	s3://encode-public/2016/12/19/9c3d16f0-e86c-490f-a4d8-8abba7f42c99/ENCFF506YDW.bam
DNase-seq	ChIP-seq	hg19	hg19	1	2	Homo sapiens	CL:0000134	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	in vitro differentiated cells	ENCFF136KNG, ENCFF349TTK, ENCFF627NIZ	ENCFF807MUK, ENCFF936KPA	ENCSR731QLJ	ENCSR013KEC	2013-07-31	2013-07-31	H3K27ac-human	released	released	ENCFF175COB	ENCFF955GFR	https://www.encodeproject.org/files/ENCFF175COB/@@download/ENCFF175COB.bam	https://www.encodeproject.org/files/ENCFF955GFR/@@download/ENCFF955GFR.bam	bam	bam	bam	bam	ENCODE Processing Pipeline	ENCODE Processing Pipeline	DNA	DNA	36.0	alignments	alignments	Roadmap	Roadmap	19427757153	1518462248	c0f3509cc989eca49468d9980460e276	cdb3d42f467ab0126db7ecb01f2e9eb9	s3://encode-public/2018/05/07/a072bdb1-3b20-4f5e-931c-8f7b9a26173e/ENCFF175COB.bam	s3://encode-public/2016/12/19/75101d9e-ddae-427f-a51a-06469aa3b6c8/ENCFF955GFR.bam
