Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SLG, ENCFF000SLP, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EJD	ENCSR000AKC	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/04/1ef3faf5-cf82-476f-9448-5485fa7df247/ENCFF903PJT.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam	ENCFF903PJT	ENCFF385RWJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF903PJT/@@download/ENCFF903PJT.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6004980574	545817168	0.0	0.0	0.0	0.0	88ffac0981fa2f09ad640d6a9efb0da9	e3586d7df3d4e3c1b3dfa8846eaf7959	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001CWQ, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/4cd93104-0bd5-4580-b618-5b5289dc0ef7/ENCFF855ODQ.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam	ENCFF855ODQ	ENCFF385RWJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF855ODQ/@@download/ENCFF855ODQ.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6474952942	545817168	0.0	0.0	0.0	0.0	0d7454ef1ec9970404c713415b4bc8f1	e3586d7df3d4e3c1b3dfa8846eaf7959	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001987	UBERON:0001987	placenta	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF078AGI, ENCFF317EYQ, ENCFF356QXK, ENCFF358GNR, ENCFF375NTG, ENCFF396RMP, ENCFF396YNZ, ENCFF549HLL, ENCFF979WYV	ENCFF493XWO, ENCFF807MUK, ENCFF907YMF	ENCSR499IFY	ENCSR498ZRC	2016-05-09	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/14/339e79e8-5238-4a9b-8b0f-ff540a4a6b4d/ENCFF041YXO.bam	s3://encode-public/2016/12/19/0bc6d7c3-fe92-4c82-8d0b-edeb605f4dbf/ENCFF863QXI.bam	ENCFF041YXO	ENCFF863QXI	hg19	hg19	https://www.encodeproject.org/files/ENCFF041YXO/@@download/ENCFF041YXO.bam	https://www.encodeproject.org/files/ENCFF863QXI/@@download/ENCFF863QXI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	15284683264	1242606630	0.0	0.0	0.0	0.0	2327f2ac12c192a9f70393a55c239fa8	4457ac77ffbab952892b21042d5d17a0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001987	UBERON:0001987	placenta	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF045WQF, ENCFF412INO, ENCFF449MGP, ENCFF530TVL, ENCFF549HLL	ENCFF493XWO, ENCFF807MUK, ENCFF907YMF	ENCSR499IFY	ENCSR498ZRC	2016-05-09	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/12/03/eba3cbda-a176-45df-99cd-d8d00f8a6b4d/ENCFF283QOH.bam	s3://encode-public/2016/12/19/0bc6d7c3-fe92-4c82-8d0b-edeb605f4dbf/ENCFF863QXI.bam	ENCFF283QOH	ENCFF863QXI	hg19	hg19	https://www.encodeproject.org/files/ENCFF283QOH/@@download/ENCFF283QOH.bam	https://www.encodeproject.org/files/ENCFF863QXI/@@download/ENCFF863QXI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	8633419292	1242606630	0.0	0.0	0.0	0.0	af2a511baf6c3fd1b9c284b3632e6440	4457ac77ffbab952892b21042d5d17a0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003042	EFO:0003042	H1	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SOF, ENCFF549HLL	ENCFF000AWV, ENCFF807MUK	ENCSR000EJN	ENCSR000ANP	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/03/15218a8b-a187-4975-9e31-9c5a06e42527/ENCFF274IMF.bam	s3://encode-public/2016/11/13/788c72b2-c6c2-4778-80cc-4bbf36e601d5/ENCFF250OOT.bam	ENCFF274IMF	ENCFF250OOT	hg19	hg19	https://www.encodeproject.org/files/ENCFF274IMF/@@download/ENCFF274IMF.bam	https://www.encodeproject.org/files/ENCFF250OOT/@@download/ENCFF250OOT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2541227439	910891312	0.0	0.0	0.0	0.0	8ca3ac14c023a41e611dfac30bc7aac7	112484dd26f0c82609de6bf791f9752d	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002084	UBERON:0002084	heart left ventricle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF007GKK, ENCFF084BWD, ENCFF170WPB, ENCFF264LQD, ENCFF442HDE, ENCFF500XHL, ENCFF549HLL	ENCFF050SFL, ENCFF807MUK	ENCSR946DXB	ENCSR557DFM	2018-01-29	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2018/01/16/45056575-a9b0-4b97-9321-d9c856b3e812/ENCFF093NIQ.bam	s3://encode-public/2016/12/19/0ba2c458-5bb0-4326-ac59-8807e190ad25/ENCFF598WLQ.bam	ENCFF093NIQ	ENCFF598WLQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF093NIQ/@@download/ENCFF093NIQ.bam	https://www.encodeproject.org/files/ENCFF598WLQ/@@download/ENCFF598WLQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	8457260203	2151192932	0.0	0.0	0.0	0.0	976d99915d3be722664374ef0a59b6c8	7aa00d2f37af51516e2236498ebbb86a	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002084	UBERON:0002084	heart left ventricle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF162RIY, ENCFF207MGL, ENCFF493YCL, ENCFF549HLL, ENCFF670YLY, ENCFF758CTS, ENCFF787EMW, ENCFF863JGF, ENCFF887FJF	ENCFF050SFL, ENCFF807MUK	ENCSR946DXB	ENCSR557DFM	2018-01-29	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/10/88155c4e-7d93-476f-b075-7682d7479069/ENCFF283RQC.bam	s3://encode-public/2016/12/19/0ba2c458-5bb0-4326-ac59-8807e190ad25/ENCFF598WLQ.bam	ENCFF283RQC	ENCFF598WLQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF283RQC/@@download/ENCFF283RQC.bam	https://www.encodeproject.org/files/ENCFF598WLQ/@@download/ENCFF598WLQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	10610667302	2151192932	0.0	0.0	0.0	0.0	820abc53ee233b693a46da9903c7cd04	7aa00d2f37af51516e2236498ebbb86a	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0006711	EFO:0006711	OCI-LY7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF283VQC, ENCFF302WLX, ENCFF413RCT, ENCFF451JDT, ENCFF534XXU, ENCFF549HLL, ENCFF566ZHI, ENCFF641XOX, ENCFF826OCN	ENCFF002ATK, ENCFF807MUK	ENCSR489NAM	ENCSR447ZGY	2015-08-31	2014-07-11	0.0	H3K27ac-human	s3://encode-public/2017/09/10/29cfcbab-e256-4890-a0e9-8f73556738b9/ENCFF037NAS.bam	s3://encode-public/2016/11/18/fb78124a-96d9-44d0-8313-98c43cc4d981/ENCFF504PVS.bam	ENCFF037NAS	ENCFF504PVS	hg19	hg19	https://www.encodeproject.org/files/ENCFF037NAS/@@download/ENCFF037NAS.bam	https://www.encodeproject.org/files/ENCFF504PVS/@@download/ENCFF504PVS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	38.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	13681860330	1390411827	0.0	0.0	0.0	0.0	b31403bdd6c4133e2a0fa566e119d274	eb5bccc3fed354e65fd09cdba47b749b	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0006711	EFO:0006711	OCI-LY7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF296GWV, ENCFF350WGE, ENCFF460YED, ENCFF549HLL, ENCFF891XKX	ENCFF002ATK, ENCFF807MUK	ENCSR489NAM	ENCSR447ZGY	2015-08-31	2014-07-11	0.0	H3K27ac-human	s3://encode-public/2017/09/10/6466e985-7f32-4ca6-8202-0a3b68a2c237/ENCFF859XWR.bam	s3://encode-public/2016/11/18/fb78124a-96d9-44d0-8313-98c43cc4d981/ENCFF504PVS.bam	ENCFF859XWR	ENCFF504PVS	hg19	hg19	https://www.encodeproject.org/files/ENCFF859XWR/@@download/ENCFF859XWR.bam	https://www.encodeproject.org/files/ENCFF504PVS/@@download/ENCFF504PVS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	38.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	11950300471	1390411827	0.0	0.0	0.0	0.0	636b1da2c4ae953223d1912fbc4b74a0	eb5bccc3fed354e65fd09cdba47b749b	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000062	CL:0000062	osteoblast	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TCL, ENCFF549HLL	ENCFF000CVS, ENCFF807MUK	ENCSR000ELJ	ENCSR000APH	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/06/c1c01f94-6140-4c32-ab8f-222487a62979/ENCFF525DSP.bam	s3://encode-public/2017/04/04/c61068cd-ec55-4bca-a6b8-234de15e6857/ENCFF449YBK.bam	ENCFF525DSP	ENCFF449YBK	hg19	hg19	https://www.encodeproject.org/files/ENCFF525DSP/@@download/ENCFF525DSP.bam	https://www.encodeproject.org/files/ENCFF449YBK/@@download/ENCFF449YBK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1699193620	1139088129	0.0	0.0	0.0	0.0	81cbc13167bcd145b1652d970c663985	70eb8f0378dd9567280e8042ae06a16e	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SPW, ENCFF549HLL	ENCFF000BBY, ENCFF807MUK	ENCSR000EJT	ENCSR000AOC	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/05/a1c29ede-877c-444f-8b26-0394badb83c6/ENCFF915NVE.bam	s3://encode-public/2017/04/04/cbcff678-fc2f-4be7-8305-91bfd53e8fe5/ENCFF828IDF.bam	ENCFF915NVE	ENCFF828IDF	hg19	hg19	https://www.encodeproject.org/files/ENCFF915NVE/@@download/ENCFF915NVE.bam	https://www.encodeproject.org/files/ENCFF828IDF/@@download/ENCFF828IDF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	561732141	1160431349	0.0	0.0	0.0	0.0	0be00d13683fd1730a1b69a60a4758b7	c30354d46f11f1bf45ada4ce6fd89e1f	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001DDE, ENCFF549HLL	ENCFF000BBY, ENCFF807MUK	ENCSR000ENO	ENCSR000AOC	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/05/077930a2-fd88-4600-866d-015403c5423c/ENCFF367BUZ.bam	s3://encode-public/2017/04/04/cbcff678-fc2f-4be7-8305-91bfd53e8fe5/ENCFF828IDF.bam	ENCFF367BUZ	ENCFF828IDF	hg19	hg19	https://www.encodeproject.org/files/ENCFF367BUZ/@@download/ENCFF367BUZ.bam	https://www.encodeproject.org/files/ENCFF828IDF/@@download/ENCFF828IDF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1815234504	1160431349	0.0	0.0	0.0	0.0	c1d3ea2dae7eda418c7f4415152c44e3	c30354d46f11f1bf45ada4ce6fd89e1f	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0001203	EFO:0001203	MCF-7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SZN, ENCFF549HLL	ENCFF000VHD, ENCFF807MUK	ENCSR000EKV	ENCSR000EWR	2012-08-28	2012-06-15	0.0	H3K27ac-human	s3://encode-public/2017/10/03/b27a152d-738d-4727-8ef4-e541727e3197/ENCFF468ITQ.bam	s3://encode-public/2017/04/10/5d1c7bb5-8e19-460f-8c1f-4e244e982264/ENCFF548MXM.bam	ENCFF468ITQ	ENCFF548MXM	hg19	hg19	https://www.encodeproject.org/files/ENCFF468ITQ/@@download/ENCFF468ITQ.bam	https://www.encodeproject.org/files/ENCFF548MXM/@@download/ENCFF548MXM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	32.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3307536570	1354959539	0.0	0.0	0.0	0.0	2c683834faa8e2f413c98683018b417a	e610ad2ac9dc52d57445790ef0fe34e3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0001203	EFO:0001203	MCF-7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001DYA, ENCFF001DYB, ENCFF001DYC, ENCFF549HLL	ENCFF000VHD, ENCFF807MUK	ENCSR000EPH	ENCSR000EWR	2012-06-12	2012-06-15	0.0	H3K27ac-human	s3://encode-public/2017/09/06/4a112371-8477-4967-ad5c-c838a5bc2ba6/ENCFF840PPX.bam	s3://encode-public/2017/04/10/5d1c7bb5-8e19-460f-8c1f-4e244e982264/ENCFF548MXM.bam	ENCFF840PPX	ENCFF548MXM	hg19	hg19	https://www.encodeproject.org/files/ENCFF840PPX/@@download/ENCFF840PPX.bam	https://www.encodeproject.org/files/ENCFF548MXM/@@download/ENCFF548MXM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	32.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5360326339	1354959539	0.0	0.0	0.0	0.0	3dd413ccb752f9c81ca988836ebd37b6	e610ad2ac9dc52d57445790ef0fe34e3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000515	CL:0000515	skeletal muscle myoblast	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF465ATZ, ENCFF549HLL, ENCFF875UUR	ENCFF000BLJ, ENCFF807MUK	ENCSR000EOO	ENCSR000ANF	2011-05-04	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/12/10/6f37fba0-1df3-4c7d-99de-c2874deeb3c8/ENCFF826DHO.bam	s3://encode-public/2017/04/04/97d541af-b583-4efb-9a37-500f713d4a70/ENCFF986PYB.bam	ENCFF826DHO	ENCFF986PYB	hg19	hg19	https://www.encodeproject.org/files/ENCFF826DHO/@@download/ENCFF826DHO.bam	https://www.encodeproject.org/files/ENCFF986PYB/@@download/ENCFF986PYB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	101.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	2417608101	864806432	0.0	0.0	0.0	0.0	a83a4857c0289032b325296c3934d9a3	528b7f5238d6625d112b86feca7caf83	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000515	CL:0000515	skeletal muscle myoblast	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF218GIV, ENCFF549HLL, ENCFF689CAW	ENCFF000BLJ, ENCFF807MUK	ENCSR000EOO	ENCSR000ANF	2011-05-04	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/12/10/f92f2fa4-b030-4f58-81a8-b9a21bc74fa7/ENCFF197SHK.bam	s3://encode-public/2017/04/04/97d541af-b583-4efb-9a37-500f713d4a70/ENCFF986PYB.bam	ENCFF197SHK	ENCFF986PYB	hg19	hg19	https://www.encodeproject.org/files/ENCFF197SHK/@@download/ENCFF197SHK.bam	https://www.encodeproject.org/files/ENCFF986PYB/@@download/ENCFF986PYB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	101.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	2087760693	864806432	0.0	0.0	0.0	0.0	35521c02558235b2443a418bb69e1e45	528b7f5238d6625d112b86feca7caf83	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002860	EFO:0002860	SK-N-MC	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001EGT, ENCFF549HLL	ENCFF066HPX, ENCFF807MUK	ENCSR000EPY	ENCSR835MMN	2011-05-04	2016-11-18	0.0	H3K27ac-human	s3://encode-public/2017/09/05/6c459e1c-6dbb-43c2-9aa7-e32a16a6a1e2/ENCFF808UBJ.bam	s3://encode-public/2016/11/09/34181e46-ca23-4750-91e2-b057560ffd0e/ENCFF685RRO.bam	ENCFF808UBJ	ENCFF685RRO	hg19	hg19	https://www.encodeproject.org/files/ENCFF808UBJ/@@download/ENCFF808UBJ.bam	https://www.encodeproject.org/files/ENCFF685RRO/@@download/ENCFF685RRO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	1663201137	2056787131	0.0	0.0	0.0	0.0	ad4baaca5c9c58cb193db573b2990ff0	c0e2f0d8dbe2e2b452dda2c9c3249913	0.0	0.0
