TargetGene	gene_chr	gene_tss	gene_tss500bp	is_ubiquitous_uniform	P2PromoterClass
Ctdsp2	chr10	126978467	126978967	False	False
Avil	chr10	127000459	127000959	False	False
Tsfm	chr10	127030553	127031053	False	True
Mettl1	chr10	127041164	127041664	False	True
Eef1akmt3	chr10	127041263	127041763	False	False
Cyp27b1	chr10	127048000	127048500	False	False
Marchf9	chr10	127059934	127060434	False	False
Cdk4	chr10	127063284	127063784	False	False
Tspan31	chr10	127070014	127070514	False	False
Agap2	chr10	127075034	127075534	False	False
Os9	chr10	127120881	127121381	False	False
B4galnt1	chr10	127164975	127165475	False	False
Slc26a10	chr10	127180332	127180832	False	False
Arhgef25	chr10	127189786	127190286	False	False
Dtx3	chr10	127195459	127195959	False	False
Pip4k2c	chr10	127211305	127211805	True	True
Kif5a	chr10	127263098	127263598	False	False
Dctn2	chr10	127266137	127266637	True	False
Mbd6	chr10	127288768	127289268	False	True
Mars1	chr10	127311536	127312036	True	True
Arhgap9	chr10	127321714	127322214	False	False
Gli1	chr10	127341724	127342224	False	False
Inhbe	chr10	127354161	127354661	False	False
Inhbc	chr10	127370181	127370681	False	False
R3hdm2	chr10	127380412	127380912	False	True
Stac3	chr10	127501436	127501936	False	True
Ndufa4l2	chr10	127514717	127515217	False	False
Shmt2	chr10	127522194	127522694	False	True
Nxph4	chr10	127534309	127534809	False	False
Lrp1	chr10	127620898	127621398	False	False
Stat6	chr10	127642736	127643236	False	True
Nab2	chr10	127666460	127666960	False	False
Nemp1	chr10	127666894	127667394	False	False
Myo1a	chr10	127704920	127705420	False	False
Tac2	chr10	127724228	127724728	False	False
Zbtb39	chr10	127739288	127739788	False	False
Gpr182	chr10	127751482	127751982	False	False
Rdh1	chr10	127759471	127759971	False	False
Rdh16f1	chr10	127759537	127760037	False	False
Rdh9	chr10	127776155	127776655	False	False
Rdh16	chr10	127800903	127801403	False	False
Rdh19	chr10	127849678	127850178	False	False
Rdh16f2	chr10	127866224	127866724	False	False
Rdh7	chr10	127888567	127889067	False	False
Sdr9c7	chr10	127898268	127898768	False	False
Hsd17b6	chr10	128007361	128007861	False	False
Prim1	chr10	128014922	128015422	False	True
Naca	chr10	128035325	128035825	False	False
Ptges3	chr10	128058704	128059204	True	True
Atp5b	chr10	128083023	128083523	True	True
Baz2a	chr10	128091332	128091832	True	True
Rbms2	chr10	128180047	128180547	False	True
Gls2	chr10	128194207	128194707	False	False
Spryd4	chr10	128211557	128212057	False	True
Mip	chr10	128225588	128226088	False	False
Timeless	chr10	128231815	128232315	False	True
Apon	chr10	128253900	128254400	False	False
Apof	chr10	128268421	128268921	False	False
Stat2	chr10	128270326	128270826	False	True
Il23a	chr10	128298502	128299002	False	False
Pan2	chr10	128303085	128303585	False	True
Cnpy2	chr10	128322209	128322709	True	True
Cs	chr10	128337484	128337984	True	True
Coq10a	chr10	128368747	128369247	False	False
Ankrd52	chr10	128389040	128389540	True	False
Slc39a5	chr10	128400979	128401479	False	False
Nabp2	chr10	128410301	128410801	False	True
Rnf41	chr10	128411407	128411907	True	True
Smarcc2	chr10	128458998	128459498	True	True
Myl6	chr10	128493801	128494301	False	True
Myl6b	chr10	128498435	128498935	False	True
Esyt1	chr10	128525620	128526120	True	False
Zc3h10	chr10	128547524	128548024	False	True
Rpl41	chr10	128549055	128549555	False	False
Pa2g4	chr10	128565737	128566237	True	False
Erbb3	chr10	128589402	128589902	False	False
Rps26	chr10	128626497	128626997	False	True
Ikzf4	chr10	128669108	128669608	False	False
Suox	chr10	128673823	128674323	True	False
Rab5b	chr10	128696014	128696514	True	False
Cdk2	chr10	128704781	128705281	False	False
Pmel	chr10	128706008	128706508	False	False
Dgka	chr10	128744605	128745105	False	False
Pym1	chr10	128747639	128748139	False	True
Mmp19	chr10	128790711	128791211	False	False
Tmem198b	chr10	128804120	128804620	False	False
Dnajc14	chr10	128805426	128805926	True	True
Ormdl2	chr10	128821344	128821844	True	True
Sarnp	chr10	128821647	128822147	False	True
Gdf11	chr10	128891468	128891968	False	False
Cd63	chr10	128900739	128901239	False	False
Rdh5	chr10	128922638	128923138	False	False
Bloc1s1	chr10	128923274	128923774	False	True
Itga7	chr10	128933568	128934068	False	True
Mettl7b	chr10	128960738	128961238	False	False
Olfr9	chr10	128989181	128989681	False	False
Olfr763	chr10	129010541	129011041	False	False
Olfr764-ps1	chr10	129039646	129040146	False	False
Olfr765	chr10	129049748	129050248	False	False
Olfr766-ps1	chr10	129068727	129069227	False	False
Olfr767	chr10	129082660	129083160	False	False
Olfr768	chr10	129099125	129099625	False	False
Olfr769	chr10	129117611	129118111	False	False
Olfr770	chr10	129138710	129139210	False	False
Olfr771	chr10	129164501	129165001	False	False
Olfr772	chr10	129177671	129178171	False	False
Olfr773	chr10	129187169	129187669	False	False
Olfr774	chr10	129235954	129236454	False	False
Olfr775	chr10	129248162	129248662	False	False
Olfr776	chr10	129258877	129259377	False	False
Olfr777	chr10	129271235	129271735	False	False
Olfr780	chr10	129317867	129318367	False	False
Olfr781	chr10	129328604	129329104	False	False
Olfr782	chr10	129348600	129349100	False	False
Olfr784	chr10	129383833	129384333	False	False
Olfr785	chr10	129405176	129405676	False	False
Olfr786	chr10	129427056	129427556	False	False
Olfr787	chr10	129461612	129462112	False	False
Olfr788	chr10	129470748	129471248	False	False
Olfr789	chr10	129484502	129485002	False	False
Olfr790	chr10	129498242	129498742	False	False
Olfr791	chr10	129521542	129522042	False	False
Olfr792	chr10	129538912	129539412	False	False
Olfr794	chr10	129567405	129567905	False	False
Olfr796	chr10	129612320	129612820	False	False
Olfr798	chr10	129627684	129628184	False	False
Olfr799	chr10	129637234	129637734	False	False
Olfr800	chr10	129657444	129657944	False	False
Olfr801	chr10	129673587	129674087	False	False
Olfr802	chr10	129687919	129688419	False	False
Olfr803	chr10	129694036	129694536	False	False
Olfr804	chr10	129702960	129703460	False	False
Olfr805	chr10	129729125	129729625	False	False
Olfr806	chr10	129741671	129742171	False	False
Olfr807	chr10	129757543	129758043	False	False
Olfr808	chr10	129765232	129765732	False	False
Olfr809	chr10	129774388	129774888	False	False
Olfr810	chr10	129794667	129795167	False	False
Olfr811	chr10	129804146	129804646	False	False
Olfr812	chr10	129845844	129846344	False	False
Olfr813	chr10	129855117	129855617	False	False
Olfr814	chr10	129879601	129880101	False	False
Olfr815	chr10	129905617	129906117	False	False
Olfr816	chr10	129915347	129915847	False	False
Olfr818	chr10	129948837	129949337	False	False
Olfr819	chr10	129967016	129967516	False	False
Olfr247	chr10	129975890	129976390	False	False
Gm10310	chr10	129984812	129985312	False	False
Olfr820	chr10	130012371	130012871	False	False
Olfr821	chr10	130030098	130030598	False	False
Olfr822	chr10	130070960	130071460	False	False
Olfr823	chr10	130115133	130115633	False	False
Olfr824	chr10	130129750	130130250	False	False
Olfr825	chr10	130166485	130166985	False	False
Olfr826	chr10	130183923	130184423	False	False
Olfr827	chr10	130214153	130214653	False	False
Neurod4	chr10	130279990	130280490	False	False
Tespa1	chr10	130322627	130323127	False	True
Vmn2r84	chr10	130394082	130394582	False	False
Vmn2r85	chr10	130429453	130429953	False	False
Vmn2r86	chr10	130455800	130456300	False	False
Vmn2r87	chr10	130497146	130497646	False	False
Sfi1	chr11	3193174	3193674	False	True
Eif4enif1	chr11	3202142	3202642	False	True
Drg1	chr11	3252435	3252935	True	True
Patz1	chr11	3288917	3289417	True	False
Pik3ip1	chr11	3330151	3330651	False	False
Limk2	chr11	3408924	3409424	False	True
Rnf185	chr11	3452113	3452613	True	True
Pla2g3	chr11	3488049	3488549	False	False
Inpp5j	chr11	3504571	3505071	False	False
Selenom	chr11	3514434	3514934	False	False
Smtn	chr11	3539042	3539542	False	True
Tug1	chr11	3648562	3649062	False	False
Morc2a	chr11	3648941	3649441	False	False
Osbp2	chr11	3863653	3864153	False	True
4921536K21Rik	chr11	3894848	3895348	False	False
Dusp18	chr11	3894990	3895490	False	False
Slc35e4	chr11	3914414	3914914	False	False
Tcn2	chr11	3931909	3932409	False	False
Pes1	chr11	3963725	3964225	True	True
4930556J24Rik	chr11	3976528	3977028	False	False
Gal3st1	chr11	3983386	3983886	False	False
Sec14l4	chr11	4031533	4032033	False	False
Sec14l3	chr11	4064591	4065091	False	False
Mtfp1	chr11	4095195	4095695	False	False
Sec14l2	chr11	4118581	4119081	False	False
Rnf215	chr11	4134952	4135452	False	False
Ccdc157	chr11	4160041	4160541	False	True
Sf3a1	chr11	4160100	4160600	True	True
Tbc1d10a	chr11	4186539	4187039	False	False
Castor1	chr11	4217975	4218475	False	False
Osm	chr11	4236170	4236670	False	False
Lif	chr11	4257307	4257807	False	False
Hormad2	chr11	4440853	4441353	False	False
Mtmr3	chr11	4594613	4595113	False	True
Gm11032	chr11	4619817	4620317	False	False
Ascc2	chr11	4637497	4637997	False	True
Uqcr10	chr11	4704092	4704592	True	True
Zmat5	chr11	4704428	4704928	True	False
Cabp7	chr11	4746528	4747028	False	False
Nf2	chr11	4824671	4825171	False	False
Nipsnap1	chr11	4873701	4874201	True	True
Thoc5	chr11	4895070	4895570	True	True
Nefh	chr11	4947814	4948314	False	False
Ap1b1	chr11	4986574	4987074	False	True
Rasl10a	chr11	5057878	5058378	False	False
Gas2l1	chr11	5065044	5065544	False	False
Rhbdd3	chr11	5098676	5099176	True	True
Ewsr1	chr11	5099016	5099516	True	True
Emid1	chr11	5152007	5152507	False	False
Kremen1	chr11	5238198	5238698	False	False
Znrf3	chr11	5444597	5445097	False	False
Xbp1	chr11	5520409	5520909	False	True
Ccdc117	chr11	5541937	5542437	False	True
Ankrd36	chr11	5569567	5570067	False	False
Mrps24	chr11	5715430	5715930	True	True
Urgcp	chr11	5762121	5762621	True	False
Dbnl	chr11	5788280	5788780	False	True
Pgam2	chr11	5803483	5803983	False	False
Polm	chr11	5837539	5838039	True	False
Aebp1	chr11	5861697	5862197	False	False
Pold2	chr11	5878042	5878542	True	False
Myl7	chr11	5898532	5899032	False	False
Gck	chr11	5949831	5950331	False	False
Ykt6	chr11	5955443	5955943	True	True
Camk2b	chr11	6065498	6065998	False	False
A730071L15Rik	chr11	6199779	6200279	False	False
Nudcd3	chr11	6200165	6200665	False	True
Npc1l1	chr11	6229893	6230393	False	False
Ddx56	chr11	6267522	6268022	True	False
Tmed4	chr11	6274620	6275120	True	True
Ogdh	chr11	6291383	6291883	False	True
Zmiz2	chr11	6388824	6389324	True	True
Ppia	chr11	6415193	6415693	True	False
H2az2	chr11	6444193	6444693	True	False
Purb	chr11	6475667	6476167	False	True
Myo1g	chr11	6520708	6521208	False	False
Ccm2	chr11	6546637	6547137	False	True
Nacad	chr11	6605803	6606303	False	False
Tbrg4	chr11	6625793	6626293	False	True
Wap	chr11	6638387	6638887	False	False
Ramp3	chr11	6658271	6658771	False	False
Gm11983	chr11	6837404	6837904	False	False
Adcy1	chr11	7063239	7063739	False	False
Ccdc201	chr11	7188319	7188819	False	False
Igfbp1	chr11	7197532	7198032	False	False
Igfbp3	chr11	7213647	7214147	False	False
Tns3	chr11	8664431	8664931	False	False
Pkd1l1	chr11	8973016	8973516	False	False
Hus1	chr11	9010941	9011441	False	True
Gm11992	chr11	9048344	9048844	False	False
Sun3	chr11	9048741	9049241	False	True
Upp1	chr11	9117857	9118357	False	False
Abca13	chr11	9191692	9192192	False	False
Vwc2	chr11	11116235	11116735	False	False
Zpbp	chr11	11462158	11462658	False	False
Spata48	chr11	11464006	11464506	False	False
4930512M02Rik	chr11	11627574	11628074	False	False
Ikzf1	chr11	11685675	11686175	False	False
Fignl1	chr11	11808675	11809175	False	False
Ddc	chr11	11897794	11898294	False	False
Grb10	chr11	12037151	12037651	False	True
Cobl	chr11	12464710	12465210	False	False
Pom121l12	chr11	14599026	14599526	False	False
Vstm2a	chr11	16257553	16258053	False	False
Sec61g	chr11	16508234	16508734	True	True
Egfr	chr11	16751961	16752461	False	False
Fbxo48	chr11	16951160	16951660	False	True
Cnrip1	chr11	17051568	17052068	False	True
Plek	chr11	17052131	17052631	False	False
Ppp3r1	chr11	17159013	17159513	False	True
Wdr92	chr11	17181857	17182357	False	True
Pno1	chr11	17211318	17211818	True	True
C1d	chr11	17257344	17257844	False	True
Etaa1	chr11	17953625	17954125	True	True
Meis1	chr11	19018735	19019235	False	True
Spred2	chr11	19924125	19924625	False	True
Actr2	chr11	20112663	20113163	True	True
Rab1a	chr11	20201182	20201682	True	True
Cep68	chr11	20249168	20249668	True	False
Slc1a4	chr11	20332434	20332934	False	True
Sertad2	chr11	20543084	20543584	False	False
Aftph	chr11	20725922	20726422	False	True
Lgalsl	chr11	20830806	20831306	False	False
Peli1	chr11	21091041	21091541	False	False
Vps54	chr11	21239031	21239531	False	False
Ugp2	chr11	21370951	21371451	False	False
Mdh1	chr11	21571943	21572443	True	True
Wdpcp	chr11	21571985	21572485	False	True
Otx1	chr11	22001460	22001960	False	False
Ehbp1	chr11	22285588	22286088	False	False
Tmem17	chr11	22511838	22512338	False	True
B3gnt2	chr11	22859295	22859795	False	False
Zrsr1	chr11	22972965	22973465	False	False
Commd1b	chr11	22981840	22982340	False	False
Commd1	chr11	22982132	22982632	True	True
Cct4	chr11	22990269	22990769	True	True
Fam161a	chr11	23020220	23020720	False	False
Xpo1	chr11	23255828	23256328	True	False
Usp34	chr11	23306666	23307166	False	False
Ahsa2	chr11	23497680	23498180	False	False
1700093K21Rik	chr11	23518973	23519473	False	True
0610010F05Rik	chr11	23633299	23633799	False	False
Pus10	chr11	23665424	23665924	False	True
Pex13	chr11	23665709	23666209	True	True
Rel	chr11	23770720	23771220	False	False
Papolg	chr11	23895003	23895503	False	True
A830031A19Rik	chr11	24074804	24075304	False	False
Bcl11a	chr11	24077867	24078367	False	True
5730522E02Rik	chr11	26210319	26210819	False	False
Fancl	chr11	26385885	26386385	False	True
Vrk2	chr11	26591479	26591979	False	True
Ccdc85a	chr11	28584074	28584574	False	False
Efemp1	chr11	28852954	28853454	False	False
Pnpt1	chr11	29130498	29130998	False	True
Ppp4r3b	chr11	29172640	29173140	False	True
Cfap36	chr11	29247159	29247659	False	True
Ccdc88a	chr11	29373408	29373908	False	True
Prorsd1	chr11	29514781	29515281	False	False
Mtif2	chr11	29526198	29526698	True	True
Clhc1	chr11	29547700	29548200	False	True
Rps27a	chr11	29547859	29548359	True	True
Rtn4	chr11	29692697	29693197	False	True
Fem1al	chr11	29825418	29825918	False	False
Eml6	chr11	30025783	30026283	False	False
Sptbn1	chr11	30267919	30268419	False	False
4930505A04Rik	chr11	30471577	30472077	False	False
Acyp2	chr11	30649337	30649837	False	True
Psme4	chr11	30771476	30771976	False	True
Gpr75	chr11	30885108	30885608	False	False
Asb3	chr11	30885166	30885666	True	True
Erlec1	chr11	30953902	30954402	True	True
Chac2	chr11	30986100	30986600	False	True
Gm17332	chr11	31182212	31182712	False	False
Stc2	chr11	31369824	31370324	False	False
Bod1	chr11	31671635	31672135	True	True
Cpeb4	chr11	31871976	31872476	False	True
4930524B15Rik	chr11	31965342	31965842	False	False
Nsg2	chr11	32000213	32000713	False	False
Il9r	chr11	32199972	32200472	False	False
Snrnp25	chr11	32205165	32205665	True	False
Rhbdf1	chr11	32222050	32222550	False	False
Mpg	chr11	32226261	32226761	False	True
Nprl3	chr11	32267439	32267939	False	True
Hba-x	chr11	32276150	32276650	False	False
Hba-a1	chr11	32283261	32283761	False	False
Hbq1b	chr11	32286751	32287251	False	False
Hba-a2	chr11	32296239	32296739	False	False
Hbq1a	chr11	32299819	32300319	False	True
Sh3pxd2b	chr11	32347570	32348070	False	False
Ubtd2	chr11	32455120	32455620	False	False
Efcab9	chr11	32531831	32532331	False	False
Stk10	chr11	32533055	32533555	False	False
Fbxw11	chr11	32642616	32643116	True	True
Smim23	chr11	32824312	32824812	False	False
Fgf18	chr11	33147150	33147650	False	False
Npm1	chr11	33162956	33163456	False	False
Tlx3	chr11	33203339	33203839	False	False
Gm12117	chr11	33276487	33276987	False	False
Ranbp17	chr11	33513496	33513996	False	False
Gabrp	chr11	33578707	33579207	False	False
Kcnmb1	chr11	33962763	33963263	False	False
Kcnip1	chr11	33992738	33993238	False	False
Lcp2	chr11	34046670	34047170	False	False
4930469K13Rik	chr11	34098304	34098804	False	False
Foxi1	chr11	34207839	34208339	False	False
Insyn2b	chr11	34314508	34315008	False	False
Dock2	chr11	34783642	34784142	False	False
Spdl1	chr11	34833391	34833891	False	True
Slit3	chr11	35120974	35121474	False	False
Pank3	chr11	35769234	35769734	False	True
Fbll1	chr11	35798634	35799134	False	False
Rars	chr11	35834256	35834756	False	True
Wwc1	chr11	35980277	35980777	False	False
Tenm2	chr11	37235632	37236132	False	False
Mat2b	chr11	40694953	40695453	True	True
Hmmr	chr11	40733172	40733672	False	True
Nudcd2	chr11	40733417	40733917	True	True
Ccng1	chr11	40755061	40755561	True	False
Gabrg2	chr11	42000607	42001107	False	False
Gabra1	chr11	42182210	42182710	False	False
Gabra6	chr11	42320801	42321301	False	False
Gabrb2	chr11	42421100	42421600	False	False
Atp10b	chr11	43151349	43151849	False	False
Pttg1	chr11	43426001	43426501	False	False
Slu7	chr11	43433509	43434009	False	True
C1qtnf2	chr11	43474026	43474526	False	False
Ccnjl	chr11	43528534	43529034	False	True
Fabp6	chr11	43601290	43601790	False	False
Pwwp2a	chr11	43681808	43682308	False	False
Ttc1	chr11	43747758	43748258	False	True
Adra1b	chr11	43900960	43901460	False	False
Il12b	chr11	44399813	44400313	False	False
Ublcp1	chr11	44470248	44470748	False	True
Rnf145	chr11	44518714	44519214	False	True
Ebf1	chr11	44617067	44617567	False	False
Clint1	chr11	45851714	45852214	False	True
Lsm11	chr11	45944685	45945185	False	True
Thg1l	chr11	45955244	45955744	True	True
Sox30	chr11	45980060	45980560	False	False
Gm12166	chr11	46052061	46052561	False	False
Adam19	chr11	46055742	46056242	False	False
Nipal4	chr11	46166258	46166758	False	False
Fndc9	chr11	46235281	46235781	False	False
Cyfip2	chr11	46312044	46312544	False	False
Itk	chr11	46389265	46389765	False	False
Fam71b	chr11	46396309	46396809	False	False
Med7	chr11	46436724	46437224	False	True
Havcr2	chr11	46454685	46455185	False	False
Gm12169	chr11	46523962	46524462	False	False
BC053393	chr11	46571286	46571786	False	False
Dppa1	chr11	46629011	46629511	False	False
Timd2	chr11	46706809	46707309	False	False
Havcr1	chr11	46739811	46740311	False	False
Timd4	chr11	46810550	46811050	False	False
Sgcd	chr11	47578715	47579215	False	False
Rack1	chr11	48800110	48800610	False	True
Trim41	chr11	48817103	48817603	True	True
Gm12184	chr11	48826405	48826905	False	False
Trim7	chr11	48838264	48838764	False	True
Irgm1	chr11	48871433	48871933	False	False
Gm5431	chr11	48901902	48902402	False	False
Gm12185	chr11	48926909	48927409	False	False
Psme2b	chr11	48945940	48946440	False	False
9930111J21Rik1	chr11	48979131	48979631	False	False
Tgtp1	chr11	48992008	48992508	False	False
Olfr56	chr11	49050483	49050983	False	False
9930111J21Rik2	chr11	49050975	49051475	False	False
Tgtp2	chr11	49063954	49064454	False	False
Ifi47	chr11	49076337	49076837	False	False
Olfr1396	chr11	49114624	49115124	False	False
Olfr1395	chr11	49142024	49142524	False	False
Olfr1394	chr11	49154127	49154627	False	False
Btnl9	chr11	49186817	49187317	False	False
Zfp62	chr11	49203248	49203748	True	True
Mgat1	chr11	49243996	49244496	False	True
Olfr1393	chr11	49278054	49278554	False	False
Olfr1392	chr11	49285032	49285532	False	False
Olfr10	chr11	49304491	49304991	False	False
Olfr1391	chr11	49322492	49322992	False	False
Olfr1390	chr11	49334938	49335438	False	False
Olfr1389	chr11	49422817	49423317	False	False
Olfr1388	chr11	49436374	49436874	False	False
Olfr1387	chr11	49455093	49455593	False	False
Olfr1386	chr11	49464802	49465302	False	False
Olfr1385	chr11	49488820	49489320	False	False
Olfr1384	chr11	49506474	49506974	False	False
Olfr1383	chr11	49519398	49519898	False	False
Olfr1382	chr11	49527997	49528497	False	False
Olfr1381	chr11	49543199	49543699	False	False
Olfr1380	chr11	49556628	49557128	False	False
Flt4	chr11	49609013	49609513	False	False
Scgb3a1	chr11	49663360	49663860	False	False
Cnot6	chr11	49712473	49712973	False	False
Gfpt2	chr11	49793937	49794437	False	False
Mapk9	chr11	49846503	49847003	False	True
Rasgef1c	chr11	49901911	49902411	False	False
Rnf130	chr11	50025097	50025597	False	False
Tbc1d9b	chr11	50131146	50131646	False	False
Mrnip	chr11	50174599	50175099	False	True
Sqstm1	chr11	50210541	50211041	False	True
Mgat4b	chr11	50210640	50211140	True	False
Ltc4s	chr11	50238366	50238866	False	False
Maml1	chr11	50291554	50292054	False	True
Canx	chr11	50325423	50325923	True	True
Cby3	chr11	50357511	50358011	False	False
Hnrnph1	chr11	50376740	50377240	False	True
Rufy1	chr11	50430875	50431375	False	True
Adamts2	chr11	50601834	50602334	False	False
Zfp354c	chr11	50827440	50827940	False	False
Zfp879	chr11	50841302	50841802	False	True
Grm6	chr11	50850736	50851236	False	False
Zfp454	chr11	50887401	50887901	False	False
Zfp2	chr11	50915892	50916392	False	False
Zfp354b	chr11	50931383	50931883	False	True
4933414I15Rik	chr11	50943515	50944015	False	False
Prop1	chr11	50953515	50954015	False	False
Olfr1378	chr11	50966280	50966780	False	False
Olfr1377	chr11	50981717	50982217	False	False
Olfr51	chr11	51003346	51003846	False	False
Olfr54	chr11	51013986	51014486	False	False
Olfr1375	chr11	51047859	51048359	False	False
Zfp354a	chr11	51059044	51059544	False	False
Gm12569	chr11	51220223	51220723	False	False
BC049762	chr11	51262796	51263296	False	False
Clk4	chr11	51262864	51263364	False	True
Col23a1	chr11	51289670	51290170	False	False
Phykpl	chr11	51584507	51585007	False	False
Hnrnpab	chr11	51606597	51607097	True	True
Nhp2	chr11	51619485	51619985	True	True
Rmnd5b	chr11	51635646	51636146	False	True
N4bp3	chr11	51650592	51651092	False	True
D930048N14Rik	chr11	51650704	51651204	False	False
0610009B22Rik	chr11	51688624	51689124	False	False
Sec24a	chr11	51756368	51756868	True	True
Sar1b	chr11	51763437	51763937	True	True
Jade2	chr11	51857403	51857903	False	False
Cdkn2aipnl	chr11	51967411	51967911	True	True
Ube2b	chr11	52000234	52000734	False	False
Cdkl3	chr11	52004040	52004540	False	True
Ppp2ca	chr11	52098431	52098931	False	False
Olfr1373	chr11	52145278	52145778	False	False
Olfr1371	chr11	52213737	52214237	False	False
Skp1a	chr11	52231759	52232259	True	True
Tcf7	chr11	52282321	52282821	False	False
Vdac1	chr11	52360610	52361110	True	False
9530068E07Rik	chr11	52396178	52396678	False	True
Fstl4	chr11	52764384	52764884	False	False
Hspa4	chr11	53300207	53300707	True	True
Zcchc10	chr11	53324429	53324929	False	True
Aff4	chr11	53350583	53351083	False	False
Leap2	chr11	53422920	53423420	False	True
Uqcrq	chr11	53430577	53431077	True	True
Gdf9	chr11	53430773	53431273	False	True
Shroom1	chr11	53456955	53457455	False	False
Sowaha	chr11	53480024	53480524	False	False
Septin8	chr11	53519658	53520158	False	True
Kif3a	chr11	53567129	53567629	False	False
Il4	chr11	53618102	53618602	False	False
Il13	chr11	53634452	53634952	False	False
Rad50	chr11	53707045	53707545	False	True
Il5	chr11	53720544	53721044	False	False
Irf1	chr11	53769801	53770301	False	False
Gm12216	chr11	53858894	53859394	False	False
Slc22a5	chr11	53891410	53891910	False	False
Slc22a21	chr11	53980082	53980582	False	False
Slc22a4	chr11	54027840	54028340	False	False
Pdlim4	chr11	54068764	54069264	False	False
P4ha2	chr11	54100674	54101174	False	False
Csf2	chr11	54249417	54249917	False	False
Il3	chr11	54267027	54267527	False	False
Acsl6	chr11	54303548	54304048	False	False
Meikin	chr11	54370402	54370902	False	False
Fnip1	chr11	54437949	54438449	False	False
Rapgef6	chr11	54522597	54523097	False	True
Cdc42se2	chr11	54787425	54787925	False	False
Lyrm7	chr11	54860666	54861166	False	True
Hint1	chr11	54866133	54866633	True	False
Gpx3	chr11	54902522	54903022	False	False
Tnip1	chr11	54962667	54963167	False	True
Anxa6	chr11	55033195	55033695	True	False
Ccdc69	chr11	55077857	55078357	False	False
Gm2a	chr11	55097865	55098365	False	False
Slc36a3	chr11	55151458	55151958	False	False
Slc36a2	chr11	55184827	55185327	False	False
Slc36a1	chr11	55204100	55204600	False	True
Fat2	chr11	55336314	55336814	False	False
Sparc	chr11	55422933	55423433	False	False
Atox1	chr11	55460989	55461489	False	False
G3bp1	chr11	55469435	55469935	True	False
Glra1	chr11	55607948	55608448	False	False
Nmur2	chr11	56040760	56041260	False	False
Gria1	chr11	57012796	57013296	False	False
Fam114a2	chr11	57518367	57518867	False	True
Mfap3	chr11	57518414	57518914	True	True
Galnt10	chr11	57645192	57645692	False	True
Sap30l	chr11	57801387	57801887	False	False
Hand1	chr11	57831897	57832397	False	False
Larp1	chr11	58008814	58009314	True	False
Gm12248	chr11	58092884	58093384	False	True
Cnot8	chr11	58103903	58104403	True	True
Gemin5	chr11	58168289	58168789	True	True
Mrpl22	chr11	58171411	58171911	False	False
Igtp	chr11	58199306	58199806	False	False
Irgm2	chr11	58214758	58215258	False	False
4930438A08Rik	chr11	58274549	58275049	False	False
Zfp692	chr11	58306922	58307422	False	True
Zfp672	chr11	58330081	58330581	False	False
Sh3bp5l	chr11	58330500	58331000	False	True
Lypd8	chr11	58378793	58379293	False	False
1810065E05Rik	chr11	58420861	58421361	False	False
Gm12253	chr11	58432309	58432809	False	False
Lypd9	chr11	58452673	58453173	False	False
Olfr30	chr11	58462020	58462520	False	False
Olfr332	chr11	58492305	58492805	False	False
Olfr331	chr11	58502322	58502822	False	False
Olfr330	chr11	58534586	58535086	False	False
Olfr329	chr11	58546172	58546672	False	False
Olfr328	chr11	58555367	58555867	False	False
Olfr224	chr11	58570303	58570803	False	False
Olfr325	chr11	58577480	58577980	False	False
Olfr324	chr11	58594864	58595364	False	False
2210407C18Rik	chr11	58615825	58616325	False	False
Olfr323	chr11	58630251	58630751	False	False
Trim58	chr11	58640215	58640715	False	False
Olfr322	chr11	58658532	58659032	False	True
Olfr320	chr11	58680849	58681349	False	False
Olfr319	chr11	58698912	58699412	False	False
Olfr318	chr11	58723764	58724264	False	False
Olfr317	chr11	58738962	58739462	False	False
Olfr316	chr11	58752484	58752984	False	False
Olfr315	chr11	58772938	58773438	False	False
Olfr314	chr11	58782702	58783202	False	False
Fam183b	chr11	58801710	58802210	False	False
Olfr313	chr11	58814750	58815250	False	False
Olfr312	chr11	58828987	58829487	False	False
Olfr311	chr11	58839001	58839501	False	False
Gm12258	chr11	58846908	58847408	False	False
2810021J22Rik	chr11	58866966	58867466	False	False
Zfp39	chr11	58903975	58904475	False	False
Btnl10	chr11	58917702	58918202	False	False
Rnf187	chr11	58938666	58939166	False	False
H2bu2	chr11	58948670	58949170	False	False
H2aw	chr11	58954435	58954935	False	True
Trim17	chr11	58954435	58954935	False	False
Trim11	chr11	58977843	58978343	False	True
Obscn	chr11	59136125	59136625	False	False
Iba57	chr11	59163067	59163567	False	True
Gjc2	chr11	59182963	59183463	False	False
Guk1	chr11	59191702	59192202	False	False
Mrpl55	chr11	59202242	59202742	True	True
2310033P09Rik	chr11	59208071	59208571	True	True
Arf1	chr11	59228020	59228520	True	True
Wnt3a	chr11	59290502	59291002	False	False
Wnt9a	chr11	59306678	59307178	False	False
Prss38	chr11	59375407	59375907	False	False
Snap47	chr11	59449666	59450166	True	True
Jmjd4	chr11	59449795	59450295	True	True
Zfp867	chr11	59472224	59472724	False	False
Zkscan17	chr11	59526381	59526881	True	True
Nlrp3	chr11	59541318	59541818	False	True
Olfr222	chr11	59575985	59576485	False	False
Olfr223	chr11	59593039	59593539	False	False
Mprip	chr11	59662257	59662757	False	False
Pld6	chr11	59787395	59787895	False	False
Flcn	chr11	59809766	59810266	False	False
Nt5m	chr11	59839197	59839697	False	False
